file,prefix,caption,root_class,field_count,enter_count,num_count,date_count,combo_count,check_count,tab_count,grid_count,total_controls
J7I2SACH.DFM,?,ACH Export,TEditForm1,11,3,2,3,3,0,0,0,41
J7i2SystemSOOE.DFM,?,Custom SOOE,TEditForm4,11,2,0,2,7,0,0,0,38
ACT7SHKNOTE.DFM,ACT,New Screen,TEditForm1,4,1,0,0,3,0,0,0,22
autoT7POJC.DFM,AUTO,PO-J-C,TEditForm2,28,9,9,3,7,0,0,0,72
BOMTREE.DFM,BOMT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
CALDRILL.DFM,CALD,New Screen,TEditForm1,0,0,0,0,0,0,0,0,14
calDDsel.DFM,CALD,Calendar Drill Down,TEditForm4,4,0,0,0,1,0,0,0,9
caldrillbt.DFM,CALD,caldrillbt,TEditForm2,0,0,0,0,0,0,0,0,48
CALGRIDDRILL.DFM,CALG, Calandar Drill Downs,TEditForm1,0,0,0,0,0,0,0,1,2
CALREMGC.DFM,CALR,New Screen,TEditForm1,6,0,0,2,1,0,0,0,25
calrem.DFM,CALR,caldrillbt,TEditForm1,0,0,0,0,0,0,0,0,52
CASHFLOW.DFM,CASH,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
CASHFLOWREPORT.DFM,CASH,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
ChartDemo.DFM,CHAR,Addsum TAS 7i Chart Demo Program,TEditForm1,2,0,0,0,2,0,0,0,11
ChartPieModal.DFM,CHAR,Pie Chart Values & Captions,TEditForm2,21,11,10,0,0,0,0,0,55
chartBarModal.DFM,CHAR,Bar Chart Values & Captions,TEditForm1,16,4,12,0,0,0,0,0,40
chartLineModal.DFM,CHAR,Line Chart Values & Captions,TEditForm2,21,9,12,0,0,0,0,0,47
classic2evonts.DFM,CLAS, Classic 2 Evo Notes,TEditForm1,0,0,0,0,0,0,0,0,4
COMMISSIONRPT.DFM,COMM,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
CRMDASHBOARD.DFM,CRMD,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
dayrem.DFM,DAYR,,TShellExe,0,0,0,0,0,0,0,0,1
DDFilters.DFM,DDFI,,TPanel,1,0,0,0,1,0,0,0,3
DFMALTS.DFM,DFMA,Set ALT Keys for DFMs,TEditForm1,1,0,0,0,1,0,0,0,8
drill_check.DFM,DRIL,,TPanel,1,1,0,0,0,0,0,0,3
Dummy.DFM,DUMM,Evo Base Window,TEditForm1,0,0,0,0,0,0,0,0,6
EDITBOMTREE.DFM,EDIT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
EMAILREL4.DFM,EMAI,New Screen,TEditForm2,3,3,0,0,0,0,0,0,11
ENPM.DFM,ENPM,Evo Notes:,TEditForm1,0,0,0,0,0,0,0,0,3
error1.DFM,ERRO,Error,TEditForm1,1,1,0,0,0,0,0,0,3
EVOENOTES.DFM,EVO, Entering Notes,TEditForm3,8,4,0,1,2,1,0,0,35
EVOERROR.DFM,EVO,File Open Error,TEditForm1,0,0,0,0,0,0,0,0,7
EVOFILTERS.DFM,EVO,New Screen,TEditForm2,106,29,0,20,53,2,11,0,270
EVOFUP.DFM,EVO,UpLoad Files,TEditForm1,5,3,0,0,1,0,0,0,21
EVOMESSAGE.DFM,EVO, Evo Message,TEditForm3,0,0,0,0,0,0,0,0,4
EVORESETPASS.DFM,EVO, Reset Password,TEditForm1,3,3,0,0,0,0,0,0,10
EVOUPASS.DFM,EVO,Password,TEditForm1,2,3,0,0,0,0,0,0,7
EvoBS.DFM,EVO, Business Status,TEditForm1,24,0,22,0,0,0,4,0,110
EvoBSCash.DFM,EVO, Business Status Cash Detail,TEditForm2,10,0,10,0,0,0,0,0,24
EvoBSR.DFM,EVO,Business Status Rebuild,TEditForm3,0,0,0,0,0,0,0,0,3
EvoBSWO.DFM,EVO, Business Status Work Orders,TEditForm1,10,0,10,0,0,0,0,0,25
EvoCSI.DFM,EVO,Evo Master Inquiry,TEditForm2,9,9,0,0,0,0,0,0,29
EvoELinks.DFM,EVO,,TRtnTimer,0,0,0,0,0,0,0,0,1
EvoEMsg.DFM,EVO, Evo Message,TEditForm17,2,1,0,0,1,0,0,0,6
EvoForceUpd.DFM,EVO, Evo ~ ERP  Force Update,TEditForm1,2,0,0,0,0,2,0,0,21
EvoLinkCVT.DFM,EVO,Evo Links CVT,TEditForm1,0,0,0,0,0,0,0,0,4
EvoLinks.DFM,EVO,,TTASStrList,0,0,0,0,0,0,0,0,1
EvoMobilesetup.DFM,EVO, Create Mobile Reminders Setup,TEditForm1,8,6,0,0,0,0,0,0,25
EvoMobilsetup.DFM,EVO, Create Mobil Reminders Setup,TEditForm1,1,1,0,0,0,0,0,0,6
EvoUPDATE.DFM,EVO,Update EvoERP,TEditForm1,0,0,0,0,0,0,0,0,3
EvoUPDsetup.DFM,EVO, Create Update Setup,TEditForm2,1,1,0,0,0,0,0,0,6
EvocfgSave.DFM,EVO,Save or Restore Program Defaults ,TEditForm1,1,0,0,0,0,1,0,0,7
Evocnvtb.DFM,EVO, Synchronize Data Dictionary with Btreive,TEditForm2,1,1,0,0,0,0,0,0,8
Evopass.DFM,EVO,Password,TEditForm1,1,2,0,0,0,0,0,0,5
Evowkssetup.DFM,EVO,Create Workstation Setup,TEditForm1,3,1,0,0,0,0,0,0,13
evoCSR.DFM,EVO,Calandar Summary Report,TEditForm1,10,0,0,1,4,0,0,0,23
evoalerts.DFM,EVO, Evo Alerts,TEditForm1,0,0,0,0,0,0,0,0,6
evogetdate.DFM,EVO,Evo ~ ERP,TEditForm1,1,0,0,0,0,1,0,0,9
evoreminders.DFM,EVO,,TRtnTimer,0,0,0,0,0,0,0,0,1
evorereminders.DFM,EVO,Reschedule,TEditForm5,3,0,0,1,1,0,0,0,9
EVODCS.DFM,EVODC,New Screen,TEditForm2,0,0,0,0,0,0,0,0,2
EvoDCmenu.DFM,EVODC,,TImageList,0,0,0,0,0,0,0,0,1
EvoDCmenu2.DFM,EVODC,,TMainMenu,0,0,0,0,0,0,0,0,7
EvoDCsetup.DFM,EVODC,Create Workstation Setup,TEditForm2,3,1,0,0,0,0,0,0,11
EVOERPUPDW.DFM,EVOERP,Archive Work Orders,TEditForm1,1,0,0,1,0,0,0,0,6
EvoERPDrillM.DFM,EVOERP,ToolBar1,TToolBar,0,0,0,0,0,0,0,0,7
EvoERPbackup.DFM,EVOERP,,TZipMaster,0,0,0,0,0,0,0,0,1
EvoERPupd.DFM,EVOERP, Evo ~ ERP  Update,TEditForm1,2,0,0,0,0,2,0,0,24
evoERPsched.DFM,EVOERP,Evo ~ ERP Scheduler,TEditForm1,11,0,0,0,0,7,0,0,20
EvoFNO.DFM,EVOFNO,,TRtnTimer,0,0,0,0,0,0,0,0,1
EvoFNOPO.DFM,EVOFNO,Converting to Purchase Order,TEditForm2,0,0,0,0,0,0,0,0,3
EvoFNOQty.DFM,EVOFNO,F&O Qty,TEditForm1,4,0,1,1,2,0,0,0,13
EvoFNOSO.DFM,EVOFNO,Converting to Sales Order,TEditForm1,0,0,0,0,0,0,0,0,3
EvoFNOWO.DFM,EVOFNO,Converting to Work Order,TEditForm4,0,0,0,0,0,0,0,0,3
EvoNoteSearch.DFM,EVONOTE,Evo Notes Search,TEditForm1,4,2,0,0,1,1,0,0,21
EvoNotes.DFM,EVONOTE,,TRtnTimer,0,0,0,0,0,0,0,0,1
EvoNotesARCH.DFM,EVONOTE,Evo Notes,TEditForm1,35,2,0,2,19,10,0,0,72
EvoNotesPrt.DFM,EVONOTE, Evo Notes Selection,TEditForm1,6,0,0,0,0,6,0,0,24
EvoNotesRpt.DFM,EVONOTE,Evo Notes,TEditForm1,33,2,0,2,19,10,0,0,70
EvoSchedsetup.DFM,EVOSCHED, Create Evo Scheduler as a Service,TEditForm1,8,6,0,0,0,0,0,0,25
EvoScheduler.DFM,EVOSCHED,,TImageList,0,0,0,0,0,0,0,0,1
EVOSERVICEREMOVE.DFM,EVOSERVICE,Remove EvoService from your Server,TEditForm1,0,0,0,0,0,0,0,0,6
EVOSERVICESETUP.DFM,EVOSERVICE,Create EvoService for your Server,TEditForm1,11,7,1,0,1,0,0,0,29
GetAlphaGen.DFM,GETA,GAG Caption,TEditForm1,1,1,0,0,0,0,0,0,6
GetFileName.DFM,GETF, Enter File,TEditForm5,3,1,0,0,0,0,0,0,9
GRIDPLAY.DFM,GRID,&Edit TabOrder = 2 end object Select: TButton Left = 92 Top = 248 Width = 75 Height = 25 Caption = 'Select,TButton,0,0,0,0,0,0,0,0,1
ht6close.DFM,HT6CL,Close,TEditForm2,0,0,0,0,0,0,0,0,4
ht6inc.DFM,HT6IN,Receiving,TEditForm1,3,1,1,0,1,0,0,0,7
ht6so.DFM,HT6SO,Create Sales Order,TEditForm1,4,2,1,0,1,0,0,0,12
ht6wo.DFM,HT6WO,Work Orders,TEditForm1,40,16,16,0,8,0,0,0,74
Imageprint.DFM,IMAG,Printing Linked Documents,TEditForm2,1,1,0,0,0,0,0,0,5
imageinfo.DFM,IMAG,New Screen,TEditForm1,5,5,0,0,0,0,0,0,24
INVCHANGE.DFM,INVC,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
ISCCREP.DFM,IS,Credit Card Report,TEditForm1,2,0,0,0,2,0,0,0,8
J7ABIShipRpt.DFM,J7AB,Lapco Fulfillment Report,TEditForm1,7,0,0,2,5,0,0,0,29
J7AppVend.DFM,J7AP,Approve Vendor,TEditForm2,5,1,1,0,2,1,0,0,23
J7AutoAPC.DFM,J7AU,Auto Enter PO Invoices,TEditForm1,9,2,0,3,3,1,0,0,33
J7BEFWebInv.DFM,J7BE,Web Item Export,TEditForm1,17,6,1,0,5,5,0,0,46
J7CCPIC.DFM,J7CC,PI-C  Enter Tag Counts,TEditForm1,6,3,1,1,1,0,0,0,31
J7CIWebImport.DFM,J7CI,Web Import,TEditForm1,17,10,0,0,3,4,0,0,192
J7CJBUsage.DFM,J7CJ,Print Inventory Usage,TEditForm1,12,1,0,2,9,0,0,0,39
J7CRSOW.DFM,J7CR,,TImageList,0,0,0,0,0,0,0,0,1
J7DCMatLabels.DFM,J7DC,Print Mattress Labels,TEditForm2,7,2,2,0,3,0,0,0,37
J7DCSSOE.DFM,J7DC,Shipping,TEditForm1,4,2,0,0,2,0,0,0,37
J7DCSSOEVerify.DFM,J7DC,,TShellExe,0,0,0,0,0,0,0,0,1
J7EBSerial.DFM,J7EB,Enter Serial Number,TEditForm1,3,1,0,0,1,0,0,1,32
J7EIMDCRev.DFM,J7EI,,TImageList,0,0,0,0,0,0,0,0,1
J7HHEBINC.DFM,J7HH,Inventory Adjustment,TEditForm1,2,1,0,0,1,0,0,0,31
J7HHEBXFER.DFM,J7HH,Transfer Inventory,TEditForm1,2,1,0,0,1,0,0,0,34
J7HHEBXferVerify.DFM,J7HH,,TShellExe,0,0,0,0,0,0,0,0,1
J7HHLITN.DFM,J7HH,Enter Tracking Numbers,TEditForm2,5,2,1,0,2,0,0,0,35
J7HHPTSSOE.DFM,J7HH,Shipping,TEditForm2,7,1,0,0,5,1,0,0,42
J7HHPTSSOELABELS.DFM,J7HH,Print Box Content Labels,TEditForm2,6,4,1,0,1,0,0,0,28
J7HHPTSSOEVerify.DFM,J7HH,,TShellExe,0,0,0,0,0,0,0,0,1
J7HHRTSSOE.DFM,J7HH,Shipping,TEditForm2,6,3,0,0,3,0,0,0,38
J7LapcoSO.DFM,J7LA,Print Inventory Usage,TEditForm2,11,2,0,0,9,0,0,0,37
J7MCDSAReport.DFM,J7MC,Sales Analysis Report,TEditForm1,7,2,0,2,3,0,0,0,29
J7MPImportAR.DFM,J7MP,Import AR ,TEditForm1,2,1,0,0,1,0,0,0,18
J7NMBins.DFM,J7NM,Bin,TEditForm1,5,2,1,0,2,0,0,0,27
J7NMRTMPRINTER.DFM,J7NM,,TImageList,0,0,0,0,0,0,0,0,1
J7PEDCB.DFM,J7PE,Production Status,TEditForm1,10,3,4,0,3,0,0,0,36
J7POAIMPLINES.DFM,J7PO,BASE Blank T7 SCREEN,TEditForm1,18,2,8,0,4,4,0,0,49
J7PTRecPOLine.DFM,J7PT,Receive PO Line,TEditForm2,10,4,4,0,2,0,0,0,35
J7PTWOKI.DFM,J7PT,WO-K-J,TEditForm1,8,0,0,0,5,3,0,0,29
J7SMJCT.DFM,J7SM,Closed Job Cost Report,TEditForm1,9,4,0,2,3,0,0,0,28
J7SOAImpLines.DFM,J7SO,,TImageList,0,0,0,0,0,0,0,0,1
J7SyncWOtoSO.dfm,J7SY,,TShellExe,0,0,0,0,0,0,0,0,1
J7TMCKanban.DFM,J7TM,,TImageList,0,0,0,0,0,0,0,0,1
J7WOLL.DFM,J7WO,WO-L-L,TEditForm1,10,2,1,0,6,1,0,0,37
MACHINEVIEW.DFM,MACH,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
mDummy.DFM,MDUM,Evo Base Window,TEditForm1,0,0,0,0,0,0,0,0,2
NascoPAYex.DFM,NASC,Export Payroll Data,TEditForm1,1,0,0,1,0,0,0,0,6
NUMEMP.DFM,NUME,# of Empolyees,TEditForm1,1,0,1,0,0,0,0,0,4
nzedefs.DFM,NZED,Evo Email Default Settings,TEditForm1,5,2,0,0,3,0,0,0,21
nzemailtll.DFM,NZEM,,TShellExe,0,0,0,0,0,0,0,0,1
printtll.DFM,PRIN,Print,TEditForm1,11,2,0,0,2,1,0,0,37
PURCHITEM.DFM,PURC,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
PURCHVEND.DFM,PURC,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
QUERYEXECUTE.DFM,QUER,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
REMREM.DFM,REMR,Reminder...,TEditForm3,0,0,0,0,0,0,0,0,3
SQLEXPORT.DFM,SQLE,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
SSS.DFM,SSS,Drill Filters,TEditForm7,7,1,0,0,0,6,0,0,10
SSSFD.DFM,SSSF, Sub String Search,TEditForm3,8,1,0,0,0,7,0,0,12
stub.DFM,STUB,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
T6EvoART.DFM,T6EV,,TEditForm1,13,12,0,1,0,0,0,0,26
T6EvoINB.DFM,T6EV, IN-B  Enter Inventory,TEditForm1,107,64,28,0,14,0,7,1,241
T6ISINB.DFM,T6IS,IN-B  Enter Inventory,TEditForm2,42,26,8,0,8,0,0,0,101
T6ISINB2.DFM,T6IS,IN-B  Enter Inventory,TEditForm1,14,12,0,0,3,0,0,0,34
T6ISINBECO.DFM,T6IS,,TShellExe,0,0,0,0,0,0,0,0,1
T6ISINBLNK.DFM,T6IS, Item Links,TEditForm8,30,26,1,0,2,0,0,1,66
T6ISINBMFG.DFM,T6IS,,TShellExe,0,0,0,0,0,0,0,0,1
T6ISINBMRP.DFM,T6IS, MRP Settings,TEditForm9,12,6,5,0,1,0,0,0,26
T6ISINBSPC.DFM,T6IS, Specifications,TEditForm3,15,14,0,0,1,0,0,0,21
T6ISINBVND.DFM,T6IS,,TShellExe,0,0,0,0,0,0,0,0,1
T6ISSTDCST.DFM,T6IS, Standard Cost,TEditForm6,22,4,17,0,1,0,0,0,51
T6MENUUTIL.DFM,T6ME, Evo ~ ERP T6 Program Names,TEditForm1,2,2,0,0,0,0,0,0,12
T7ACDATE.DFM,T7AC,,TImageList,0,0,0,0,0,0,0,0,1
T7ACRDTYPE.DFM,T7AC,,TImageList,0,0,0,0,0,0,0,0,1
T7ACTION.DFM,T7AC,,TImageList,0,0,0,0,0,0,0,0,1
T7ALERTMSG.DFM,T7AL,ALERT NOTIFICATION,TEditForm1,1,0,0,0,1,0,0,0,10
T7ALOGSETUP.DFM,T7AL,New Screen,TEditForm1,3,1,0,0,2,0,0,0,22
T7ALTPART.DFM,T7AL,,TTASDGColTemplate,1,0,0,0,0,0,0,0,1
T7AMA.DFM,T7AM,New Screen,TEditForm1,9,3,0,5,1,0,0,0,29
T7AMB.DFM,T7AM,New Screen,TEditForm1,17,2,14,0,1,0,0,0,44
T7AMC.DFM,T7AM,New Screen,TEditForm1,33,3,14,12,2,2,0,0,59
T7AMD.DFM,T7AM,New Screen,TEditForm1,10,3,0,0,1,6,0,0,32
T7AME.DFM,T7AM,New Screen,TEditForm1,105,41,0,0,61,0,0,0,176
T7AMG.DFM,T7AM,,TImageList,0,0,0,0,0,0,0,0,1
T7AMH.DFM,T7AM,New Screen,TEditForm1,12,3,4,0,4,0,0,0,44
T7AMI.DFM,T7AM,New Screen,TEditForm5,8,3,0,2,3,0,0,0,28
T7AMJ.DFM,T7AM,New Screen,TEditForm4,5,1,0,1,3,0,0,0,24
T7AMK.DFM,T7AM,New Screen,TEditForm9,5,1,0,1,3,0,0,0,24
T7AMN.DFM,T7AM,New Screen,TEditForm2,96,0,0,95,1,0,0,0,159
T7AMO.DFM,T7AM,New Screen,TEditForm1,8,4,0,1,3,0,0,0,30
T7AMP.DFM,T7AM,New Screen,TEditForm1,9,5,0,1,3,0,0,0,32
T7AMQ.DFM,T7AM,New Screen,TEditForm1,134,16,89,24,5,0,0,0,212
T7AMS.DFM,T7AM,New Screen,TEditForm1,8,3,0,2,3,0,0,0,30
T7APA.DFM,T7AP,New Screen,TEditForm3,39,25,4,3,5,2,0,0,101
T7APABANK.DFM,T7AP,Vendor Bank Information,TEditForm1,16,15,0,0,1,0,0,0,36
T7APACON.DFM,T7AP, Customer Contact Information,TEditForm1,13,12,0,0,1,0,0,0,20
T7APAPRC.DFM,T7AP, Check Vendor Item Pricing,TEditForm2,5,1,3,0,1,0,0,0,12
T7APASTA.DFM,T7AP, Vendor Statistics,TEditForm1,4,0,3,0,1,0,0,0,13
T7APB.DFM,T7AP,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7APC.DFM,T7AP,,TTASStrList,0,0,0,0,0,0,0,0,1
T7APD.DFM,T7AP,,TImageList,0,0,0,0,0,0,0,0,1
T7APE.DFM,T7AP,New Screen,TEditForm1,15,3,0,2,7,3,0,0,42
T7APH.DFM,T7AP,,TImageList,0,0,0,0,0,0,0,0,1
T7APHASK.DFM,T7AP,Check Note,TEditForm1,4,3,0,0,1,0,0,0,11
T7API.DFM,T7AP,New Screen,TEditForm1,23,6,5,2,7,3,0,0,63
T7APINFO.DFM,T7AP,New Screen,TEditForm1,63,47,10,5,1,0,0,0,84
T7APJ.DFM,T7AP,New Screen,TEditForm1,19,7,0,4,3,5,0,0,48
T7APK.DFM,T7AP,New Screen,TEditForm1,10,2,0,0,3,0,0,0,40
T7APM.DFM,T7AP,AP-M,TEditForm3,10,6,0,0,4,0,0,0,35
T7APO.DFM,T7AP,New Screen,TEditForm1,63,35,11,1,16,0,2,0,118
T7APP.DFM,T7AP,New Screen,TEditForm1,8,5,0,2,1,0,0,0,31
T7APQ.DFM,T7AP,New Screen,TEditForm1,10,3,1,2,4,0,0,0,43
T7APR.DFM,T7AP,New Screen,TEditForm1,15,4,2,2,3,4,0,0,41
T7APS.DFM,T7AP,New Screen,TEditForm10,11,4,2,0,4,1,0,0,39
T7APT.DFM,T7AP,AP check info,TEditForm1,30,13,8,3,6,0,0,0,85
T7APV.DFM,T7AP,,TImageList,0,0,0,0,0,0,0,0,1
T7APX.DFM,T7AP,New Screen,TEditForm1,9,2,0,2,3,2,0,0,30
T7APY.DFM,T7AP,Vendor Amount,TEditForm1,12,2,0,2,6,2,0,0,39
T7APYB.DFM,T7AP,Pinacle,TEditForm1,15,2,7,2,2,2,0,0,48
T7APYC.DFM,T7AP,NACHA,TEditForm1,9,2,2,3,2,0,0,0,35
T7APZA.DFM,T7AP,New Screen,TEditForm1,13,1,1,6,5,0,0,0,44
t7apaC.DFM,T7AP,New Screen,TEditForm4,55,37,4,4,7,4,0,0,144
t7apae.DFM,T7AP,New Screen,TEditForm3,68,50,4,4,7,4,4,0,181
t7apf.dfm,T7AP,,TImageList,0,0,0,0,0,0,0,0,1
t7apg.dfm,T7AP,AP-G Print Proforma Check Register,TEditForm1,6,3,0,1,2,0,0,0,28
t7apl.DFM,T7AP,New Screen,TEditForm3,7,4,0,0,3,0,0,0,29
T7ARA.DFM,T7AR,New Screen,TEditForm4,63,33,5,1,17,7,0,0,154
T7ARA2DB.DFM,T7AR,E&xit,TGlyphBtn,0,0,0,0,0,0,0,0,1
T7ARAC.DFM,T7AR,New Screen,TEditForm4,63,33,5,1,17,7,0,0,154
T7ARACON.DFM,T7AR, Customer Contact Information,TEditForm2,16,15,0,0,1,0,0,0,23
T7ARACRE.DFM,T7AR, Customer Credit Information,TEditForm3,11,0,5,3,2,1,0,0,26
T7ARAE.DFM,T7AR,New Screen,TEditForm1,118,57,25,5,22,9,7,0,279
T7ARAPRC.DFM,T7AR, Check Customer Item Pricing,TEditForm4,6,1,4,0,1,0,0,0,14
T7ARASTA.DFM,T7AR, Customer Statistics,TEditForm5,13,0,12,0,1,0,0,0,24
T7ARB.DFM,T7AR,Voucher Entry,TEditForm1,72,43,11,1,17,0,0,0,134
T7ARC.DFM,T7AR,,TTASDGColTemplate,0,0,0,0,0,0,0,0,1
T7ARD.DFM,T7AR,AR-D  Charge Interest on Invoices,TEditForm1,7,1,3,1,2,1,0,0,27
T7ARE.DFM,T7AR,AR-E  Print Statements [Plain Paper],TEditForm1,23,7,1,3,4,8,0,0,52
T7ARF.DFM,T7AR,AR-F  Print Aging,TEditForm1,42,10,5,4,9,11,0,0,98
T7ARG.DFM,T7AR,"AR-G  Print Customer Code and Name""",TEditForm1,25,5,5,4,3,5,0,0,61
T7ARH.DFM,T7AR,AR-H  Print Customer General Info,TEditForm1,19,4,1,4,8,2,0,0,50
T7ARI.DFM,T7AR,AR-I  Print Customer Mail Labels,TEditForm3,28,8,1,4,6,5,0,0,66
T7ARK.DFM,T7AR,AR-K,TEditForm1,14,6,0,2,5,1,0,0,42
T7ARL.DFM,T7AR,,TImageList,0,0,0,0,0,0,0,0,1
T7ARM.DFM,T7AR,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7ARN.DFM,T7AR,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7ARP.DFM,T7AR,BASE Blank T7 SCREEN,TEditForm1,12,3,2,0,7,0,0,0,40
T7ARR.DFM,T7AR,AR-R Print AR Payment History,TEditForm1,12,5,0,2,3,2,0,0,37
T7ART.DFM,T7AR,New Screen,TEditForm1,10,7,0,0,3,1,0,0,57
T7ARU.DFM,T7AR,New Screen,TEditForm1,5,0,1,1,3,0,0,0,24
T7askbut.DFM,T7AS,,TEditForm4,0,0,0,0,0,0,0,0,6
T7AUTODCH.DFM,T7AU,AUTO DC-H,TEditForm2,10,1,0,2,5,0,0,0,37
T7BINSET.DFM,T7BI,Istech Warehouse Control Setup Utility,TEditForm1,10,1,5,0,2,0,0,0,39
T7BMA.DFM,T7BM,New Screen,TEditForm1,44,28,6,0,6,3,0,0,105
T7BMAx.DFM,T7BM,New Screen,TEditForm1,42,27,6,0,2,3,0,0,77
T7BMB.DFM,T7BM,BM-B,TEditForm1,28,6,1,2,5,14,0,0,58
T7BMC.DFM,T7BM,BM-C,TEditForm1,6,2,1,0,3,0,0,0,27
T7BMD.DFM,T7BM,Print Availability,TEditForm1,18,3,1,0,7,7,0,0,46
T7BME.DFM,T7BM,BM-E,TEditForm1,6,2,0,0,3,1,0,0,24
T7BMF.DFM,T7BM,BM-F,TEditForm1,2,0,0,0,2,0,0,0,18
T7BMG.DFM,T7BM,BM-G,TEditForm1,18,5,0,0,8,5,0,0,48
T7BMH.DFM,T7BM,BM-H,TEditForm1,11,3,0,0,4,4,0,0,33
T7BMI.DFM,T7BM,BM-I,TEditForm1,16,3,0,0,5,8,0,0,40
T7BMJ.DFM,T7BM,,TImageList,0,0,0,0,0,0,0,0,1
T7BMK.DFM,T7BM,,TImageList,0,0,0,0,0,0,0,0,1
T7BML.DFM,T7BM,,TImageList,0,0,0,0,0,0,0,0,1
T7BMP.DFM,T7BM,BOM Pick List,TEditForm1,7,2,1,0,2,2,0,0,29
T7BMQ.DFM,T7BM,BM-Q,TEditForm1,3,0,0,0,3,0,0,0,21
T7BMR.DFM,T7BM,BM-R,TEditForm1,16,3,6,0,7,1,0,0,43
T7BOL.DFM,T7BO,,TShellExe,0,0,0,0,0,0,0,0,1
T7BOLMSO.DFM,T7BO,,TImageList,0,0,0,0,0,0,0,0,1
T7BOMSCRAPFIX.DFM,T7BO,Reset Scrap Calculation,TEditForm1,8,3,0,0,2,2,0,0,26
T7BRANDS.DFM,T7BR,,TImageList,0,0,0,0,0,0,0,0,1
T7BS.DFM,T7BS, Business Status,TEditForm1,25,0,22,0,1,0,4,0,117
T7BSCash.DFM,T7BS, Business Status Cash Detail,TEditForm1,3,0,1,0,0,0,0,1,6
T7BSR.DFM,T7BS,Business Status Rebuild,TEditForm4,0,0,0,0,0,0,0,0,4
T7BSWO.DFM,T7BS, Business Status Work Orders,TEditForm1,10,0,10,0,0,0,0,0,25
T7BZFIX.DFM,T7BZ,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7CAR8D.DFM,T7CA,,TPanel,1,1,0,0,0,0,0,0,6
T7CARFUP.DFM,T7CA,,TImageList,0,0,0,0,0,0,0,0,1
t7carfu.DFM,T7CA,,TImageList,0,0,0,0,0,0,0,0,1
T7CCCITM.DFM,T7CC,New Screen,TEditForm1,2,0,0,0,2,0,0,0,18
T7CCCWOT.DFM,T7CC,New Screen,TEditForm1,3,0,0,0,3,0,0,0,20
T7CCDE.DFM,T7CC,CC Import,TEditForm1,19,0,16,0,3,0,0,0,55
T7CCP.DFM,T7CC,,TShellExe,0,0,0,0,0,0,0,0,1
T7CCPO.DFM,T7CC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7ccr1.DFM,T7CC,Credit Card Invoice List,TEditForm1,4,0,0,2,2,0,0,0,13
T7CHAINM.DFM,T7CH,ToolBar1,TToolBar,0,0,0,0,0,0,0,0,7
T7CHARGBK.DFM,T7CH,,TImageList,0,0,0,0,0,0,0,0,1
T7Chain.DFM,T7CH,ToolBar1,TToolBar,0,0,0,0,0,0,0,0,7
T7CLoading.DFM,T7CL,  ,TEditForm1,0,0,0,0,0,0,0,0,4
T7CMA.DFM,T7CM,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7CMABCL.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMABCLB.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMABCLP.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMACL.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMACON.DFM,T7CM, Customer Contact Information,TEditForm1,92,64,0,10,10,8,0,0,117
T7CMAKD.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMBB.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMCON.DFM,T7CM, Customer Contact Information,TEditForm3,44,42,0,0,1,1,0,0,97
T7CMK.DFM,T7CM,CM-K,TEditForm1,7,3,0,0,3,1,0,0,28
T7CMfocvt.DFM,T7CM,Filters,TEditForm1,4,0,0,2,2,0,0,0,11
T7CMnfcvt.DFM,T7CM,Filters,TEditForm2,4,0,0,2,2,0,0,0,11
T7COLORS.DFM,T7CO,New Screen,TEditForm1,4,0,4,0,0,0,0,0,11
T7COPY.DFM,T7CO,Copy,TEditForm1,1,0,1,0,0,0,0,0,5
T7CSA.DFM,T7CS,New Screen,TEditForm3,11,4,1,0,7,0,0,0,35
T7CSB.DFM,T7CS,CS-B  View Salespersons Info,TEditForm1,87,2,79,0,6,0,0,0,133
T7CSC.DFM,T7CS,CS-C  Print Salespersons Info,TEditForm2,5,0,0,0,4,1,0,0,22
