IS_JAVA_UID,IS_JAVA_PARAM_1,IS_JAVA_PARAM_2,IS_JAVA_PARAM_3,IS_JAVA_PARAM_4,IS_JAVA_PARAM_5,IS_JAVA_PARAM_6,IS_JAVA_PARAM_7,IS_JAVA_PARAM_8,IS_JAVA_PARAM_9,IS_JAVA_PARAM_10,IS_JAVA_PARAM_11,IS_JAVA_PARAM_12,IS_JAVA_PARAM_13,IS_JAVA_PARAM_14,IS_JAVA_PARAM_15,IS_JAVA_PARAM_16,IS_JAVA_PARAM_17,IS_JAVA_PARAM_18,IS_JAVA_PARAM_19,IS_JAVA_PARAM_20,IS_JAVA_PARAM_21,IS_JAVA_PARAM_22,IS_JAVA_PARAM_23,IS_JAVA_PARAM_24,IS_JAVA_PARAM_25,IS_JAVA_DATE
DPAINE103437A20221024,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-24
DPAINE104723A20220418,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-18
DPAINE105624A20221209,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-09
DPAINE113103A20220909,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-09
DSIKORA070107A20240105,2,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-05
DSIKORA070145A20240103,2,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-03
DSIKORA083747A20231204,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05
FLEONARDO072615A20230323,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-24
FLEONARDO075738A20231214,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-15
FLEONARDO080552A20220922,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-23
GMAC020342P20220812,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-12
GMAC022036P20220819,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-19
GMAC023652P20230421,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-21
GMAC074829A20220920,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-20
GMAC075507A20221228,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-28
GMAC075553A20220921,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-21
GMAC075604A20220426,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-26
GMAC075617A20230111,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-11
GMAC075620A20220222,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-22
GMAC075621A20221121,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-21
GMAC075640A20220713,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-13
GMAC075658A20221219,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-19
GMAC075721A20221214,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-14
GMAC075731A20220927,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-27
GMAC075739A20221111,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-11
GMAC075742A20220913,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13
GMAC075742A20221213,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-13
GMAC075744A20230427,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-27
GMAC075749A20220407,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-07
GMAC075759A20220412,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-12
GMAC075805A20230209,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-09
GMAC075808A20230505,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-05
GMAC075809A20230504,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-04
GMAC075810A20220504,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-04
GMAC075824A20220901,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-01
GMAC075834A20231013,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-13
GMAC075843A20221222,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-22
GMAC075847A20230223,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-23
GMAC075851A20220830,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-30
GMAC075917A20221011,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-11
GMAC075926A20220831,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-31
GMAC075928A20220420,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-20
GMAC075939A20221020,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-20
GMAC075944A20221114,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-14
GMAC075944A20230419,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-19
GMAC075945A20220829,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-29
GMAC075946A20230920,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-20
GMAC075954A20221116,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-16
GMAC075956A20220825,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-25
GMAC075958A20220318,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-18
GMAC080002A20230816,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-16
GMAC080003A20230130,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-30
GMAC080005A20230321,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21
GMAC080012A20220805,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-05
GMAC080013A20230131,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31
GMAC080025A20220323,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-23
GMAC080105A20231106,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06
GMAC080115A20230403,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-03
GMAC080122A20221005,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-05
GMAC080130A20230105,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-05
GMAC080136A20220809,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-09
GMAC080145A20221102,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-02
GMAC080226A20230227,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-27
GMAC080229A20230612,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-12
GMAC080230A20221019,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-19
GMAC080232A20230412,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-12
GMAC080313A20220105,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-05
GMAC080327A20231114,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-14
GMAC080411A20221230,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-30
GMAC080443A20220119,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-19
GMAC080445A20221115,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-15
GMAC080643A20220120,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-20
GMAC080728A20220609,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-09
GMAC080801A20210928,1,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-28
GMAC080952A20220812,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-12
GMAC081251A20210917,1,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17
GMAC082112A20220616,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-16
GMAC083136A20220916,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-16
GMAC085043A20220217,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-17
GMAC093835A20230105,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-05
GMAC102602A20220622,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-22
GMAC102938A20220718,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18
GMAC103119A20230615,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-15
GMAC105239A20230131,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31
GMAC110021A20230113,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-13
GMAC110605A20220930,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-30
GMAC113836A20220221,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-21
GMAC114131A20230206,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06
GMAC114206A20220623,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-23
GMAC115357A20210929,1,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-29
GMAC115439A20230214,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-14
GMAC123617P20220808,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-08
GMAC123919P20230309,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-09
GMAC123929P20230207,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-07
JCHARETTE010129P20220914,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-14
JCHARETTE010142P20231102,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-02
JCHARETTE013132P20230405,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-05
JCHARETTE065458A20220405,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-05
JCHARETTE065645A20230317,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-17
JCHARETTE065723A20211110,1,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-10
JCHARETTE065839A20220209,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-09
JCHARETTE065854A20220801,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-01
JCHARETTE065925A20230808,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-08
JCHARETTE065947A20220425,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-25
JCHARETTE065959A20220429,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-29
JCHARETTE070013A20211119,1,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-19
JCHARETTE070034A20230329,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-29
JCHARETTE070037A20230614,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-14
JCHARETTE070039A20230417,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-17
JCHARETTE070057A20230119,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-19
JCHARETTE070057A20230328,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-28
JCHARETTE070126A20221108,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08
JCHARETTE070127A20230824,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-24
JCHARETTE070137A20220901,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-01
JCHARETTE070154A20220309,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09
JCHARETTE070207A20220502,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-02
JCHARETTE070207A20230215,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-15
JCHARETTE070211A20211008,1,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-08
JCHARETTE070237A20230227,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-27
JCHARETTE070242A20230626,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-26
JCHARETTE070252A20220912,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-12
JCHARETTE070311A20231116,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-16
JCHARETTE070327A20230203,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-03
JCHARETTE070334A20230106,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-06
JCHARETTE070337A20230127,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-27
JCHARETTE070338A20230222,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22
JCHARETTE070340A20220804,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-04
JCHARETTE070345A20220802,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-02
JCHARETTE070352A20230403,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-03
JCHARETTE070403A20220816,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-16
JCHARETTE070415A20220511,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-11
JCHARETTE070419A20230209,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-09
JCHARETTE070440A20220902,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-02
JCHARETTE070448A20230105,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-05
JCHARETTE070451A20231019,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-19
JCHARETTE070455A20230322,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22
JCHARETTE070459A20230130,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-30
JCHARETTE070506A20230110,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-10
JCHARETTE070515A20240927,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-27
JCHARETTE070532A20230406,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-06
JCHARETTE070537A20231205,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05
JCHARETTE070539A20221201,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-01
JCHARETTE070543A20230320,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-20
JCHARETTE070553A20230810,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-10
JCHARETTE070559A20230123,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-23
JCHARETTE070602A20220809,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-09
JCHARETTE070623A20231004,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04
JCHARETTE070642A20221027,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-27
JCHARETTE070646A20240723,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-23
JCHARETTE070650A20230321,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21
JCHARETTE070654A20230202,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-02
JCHARETTE070712A20220921,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-21
JCHARETTE070723A20230821,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-21
JCHARETTE070727A20231009,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-09
JCHARETTE070730A20230124,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-24
JCHARETTE070730A20230816,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-16
JCHARETTE070731A20221026,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-26
JCHARETTE070734A20230728,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-28
JCHARETTE070735A20231002,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-02
JCHARETTE070744A20230606,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06
JCHARETTE070750A20221003,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-03
JCHARETTE070756A20230224,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-24
JCHARETTE070758A20221117,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-17
JCHARETTE070758A20230214,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-14
JCHARETTE070820A20220825,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-25
JCHARETTE070845A20231020,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-20
JCHARETTE070854A20221007,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-07
JCHARETTE070917A20240703,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03
JCHARETTE070930A20220729,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-29
JCHARETTE070930A20221130,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-30
JCHARETTE070933A20221031,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-31
JCHARETTE070947A20220926,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-26
JCHARETTE070957A20230906,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-06
JCHARETTE071027A20231025,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-25
JCHARETTE071144A20231026,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-26
JCHARETTE071155A20221110,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-10
JCHARETTE071157A20220831,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-31
JCHARETTE071221A20220928,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-28
JCHARETTE071226A20221121,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-21
JCHARETTE071233A20220930,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-30
JCHARETTE071258A20221123,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-23
JCHARETTE071302A20231201,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-01
JCHARETTE071421A20220812,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-12
JCHARETTE071508A20231122,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-22
JCHARETTE071518A20230207,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-07
JCHARETTE071638A20240816,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-16
JCHARETTE071709A20230116,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-16
JCHARETTE071819A20230112,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-12
JCHARETTE071821A20240823,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-23
JCHARETTE071854A20230519,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-19
JCHARETTE071930A20221019,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-19
JCHARETTE071956A20221102,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-02
JCHARETTE072222A20220124,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-24
JCHARETTE072438A20230524,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-24
JCHARETTE072627A20230425,3,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-25
JCHARETTE072649A20221115,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-15
JCHARETTE072743A20220728,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-28
JCHARETTE072743A20220810,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-10
JCHARETTE072819A20230113,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-13
JCHARETTE073402A20221220,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-20
JCHARETTE073405A20230825,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-25
JCHARETTE074025A20240118,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-18
JCHARETTE074055A20220602,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02
JCHARETTE074410A20230628,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-28
JCHARETTE075101A20230726,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-26
JCHARETTE080546A20221114,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-14
JCHARETTE080617A20220819,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-19
JCHARETTE081912A20230316,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-16
JCHARETTE082210A20220802,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-02
JCHARETTE082324A20220913,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13
JCHARETTE082717A20230303,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-03
JCHARETTE082929A20230427,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-27
JCHARETTE082934A20221101,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-01
JCHARETTE083002A20230713,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-13
JCHARETTE083419A20220727,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-27
JCHARETTE083530A20220923,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-23
JCHARETTE083635A20221212,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-12
JCHARETTE084350A20221121,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-21
JCHARETTE084629A20240830,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-30
JCHARETTE084805A20230815,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-15
JCHARETTE085034A20221228,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-28
JCHARETTE085238A20221123,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-23
JCHARETTE085259A20220526,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-26
JCHARETTE085503A20221012,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-12
JCHARETTE085555A20230925,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25
JCHARETTE090119A20221102,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-02
JCHARETTE090439A20220901,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-01
JCHARETTE090546A20230120,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-20
JCHARETTE091340A20221215,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-15
JCHARETTE091422A20230130,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-30
JCHARETTE091725A20221122,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-22
JCHARETTE093253A20221130,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-30
JCHARETTE093410A20221115,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-15
JCHARETTE093523A20230426,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-26
JCHARETTE093751A20230313,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13
JCHARETTE093913A20221128,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-28
JCHARETTE094123A20220826,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-26
JCHARETTE094212A20230727,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-27
JCHARETTE094619A20221206,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06
JCHARETTE094815A20221107,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-07
JCHARETTE100515A20221005,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-05
JCHARETTE100544A20231004,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04
JCHARETTE102448A20220321,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-21
JCHARETTE103555A20230710,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-10
JCHARETTE104109A20230417,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-17
JCHARETTE104428A20220607,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-07
JCHARETTE105136A20230103,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-03
JCHARETTE105400A20230127,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-27
JCHARETTE105638A20230208,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-08
JCHARETTE110043A20230109,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-09
JCHARETTE110131A20221227,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-27
JCHARETTE110752A20230113,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-13
JCHARETTE110920A20230607,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07
JCHARETTE111111A20221215,2,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-15
JCHARETTE111206A20220830,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-30
JCHARETTE112720A20220725,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-25
JCHARETTE113828A20221011,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-11
JCHARETTE120341P20220913,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13
JCHARETTE120349P20230111,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-11
JCHARETTE120538P20221118,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-18
JCHARETTE121357P20220923,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-23
JCHARETTE122630P20230104,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04
JCHARETTE123330P20220818,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-18
JCHARETTE123947P20230821,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-21
JCHARETTE125718P20220921,1,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-21
JFOOTE014053P20230803,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-03
JFOOTE015238P20230802,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-02
JFOOTE015422P20231115,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-15
JFOOTE020140P20230623,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-23
JFOOTE021051P20230707,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-07
JFOOTE024417P20230802,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-02
JFOOTE024956P20230831,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-31
JFOOTE030709P20240201,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-01
JFOOTE030746P20231110,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-10
JFOOTE032335P20240528,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-28
JFOOTE034256P20231117,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-17
JFOOTE080000A20231212,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-12
JFOOTE080023A20230426,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-26
JFOOTE080027A20230425,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-25
JFOOTE080132A20231011,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-11
JFOOTE080152A20231003,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-03
JFOOTE080154A20230829,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-29
JFOOTE080303A20231012,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-12
JFOOTE080316A20240724,1,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-24
JFOOTE080413A20230719,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-19
JFOOTE080525A20230927,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-27
JFOOTE080530A20230727,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-27
JFOOTE080541A20231117,2,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-17
JFOOTE080612A20230515,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
JFOOTE080656A20230607,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07
JFOOTE080722A20230628,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-28
JFOOTE080818A20231229,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-29
JFOOTE080821A20231127,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-27
JFOOTE081032A20230721,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-21
JFOOTE081228A20230516,1,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-16
