LOC_BUFF_N,LOC_FILE_N,LOC_COMP_C,LOC_REC_SI,LOC_REC_TY,LOC_LOCATI,LOC_DESCRI
BKGLCOA,BKGLCOA,BI2,556,B,I2\,
BKAPDESC,BKGLDESC,BI2,120,B,I2\,
BKGLCOA,BKGLECOA,BI2,556,B,I2\,
BKGLTRAN,BKGLETRN,BI2,137,B,I2\,
BKGLCOA,BKGLFCOA,BI2,556,B,I2\,
BKGLFSTL,BKGLFSTL,BI2,68,B,I2\,
BKGLGJLN,BKGLGJLN,BI2,123,B,I2\,
BKGLGJRN,BKGLGJRN,BI2,104,B,I2\,
BKGLTRAN,BKGLHIST,BI2,137,B,I2\,
BKGLCHK,BKGLICC,BI2,173,B,I2\,
BKGLGJLN,BKGLRGJL,BI2,123,B,I2\,
BKGLGJRN,BKGLRGJR,BI2,104,B,I2\,
BKGLSTMT,BKGLSTMT,BI2,1670,B,I2\,
BKGLTRAN,BKGLTEMP,BI2,137,B,I2\,
BKGLGJLN,BKGLTGJL,BI2,123,B,I2\,
BKGLGJRN,BKGLTGJR,BI2,104,B,I2\,
BKGLTRAN,BKGLTMP,BI2,137,B,I2\,
BKGLTRAN,BKGLTMP2,BI2,137,B,I2\,
BKGLTRAN,BKGLTMP3,BI2,137,B,I2\,
BKGLTRAN,BKGLTRAN,BI2,137,B,I2\,
BKGLX,BKGLX,BI2,139,B,I2\,
BKGLX,BKGLXH,BI2,139,B,I2\,
BKICALTD,BKICALTD,BI2,436,B,I2\,
BKICALTP,BKICALTP,BI2,131,B,I2\,
BKICMSTR,BKICAMTR,BI2,617,B,I2\,
BKICPMAT,BKICAPMA,BI2,1353,B,I2\,
BKICDIM,BKICDIM,BI2,867,B,I2\,
BKICLOC,BKICELOC,BI2,350,B,I2\,
BKICMSTR,BKICEMTR,BI2,617,B,I2\,
BKICLOC,BKICLOC,BI2,350,B,I2\,
BKICLOCM,BKICLOCM,BI2,325,B,I2\,
BKICMFG,BKICMFG,BI2,155,B,I2\,
BKICMSTR,BKICMSTR,BI2,617,B,I2\,
BKICPMAT,BKICPMAT,BI2,1353,B,I2\,
BKICREF,BKICREF,BI2,420,B,I2\,
BKICTAX,BKICTAX,BI2,373,B,I2\,
BKICVAL,BKICVAL,BI2,35,B,I2\,
BKISTAX,BKISHTAX,BI2,89,B,I2\,
BKISTAX,BKISTAX,BI2,89,B,I2\,
BKLOGON,BKLOGON,BI2,46,B,I2\,
BKMATCST,BKMATCST,BI2,245,B,I2\,
BKMATRIM,BKMATRIM,BI2,20,B,I2\,
BKMRPFC,BKMRPFC,BI2,91,B,I2\,
BKMRPPO,BKMRPPO,BI2,166,B,I2\,
BKMRPSW,BKMRPSW,BI2,16,B,I2\,
BKPCKIT,BKPCKIT,BI2,68,B,I2\,
BKPCPLOT,BKPCPLOT,BI2,98,B,I2\,
BKPIFROZ,BKPIFROZ,BI2,109,B,I2\,
BKPILOT,BKPILCNT,BI2,86,B,I2\,
BKPILOT,BKPILOT,BI2,86,B,I2\,
BKPIMSTR,BKPIMSTR,BI2,36,B,I2\,
BKPIPHYS,BKPIPHYS,BI2,152,B,I2\,
BKPISER,BKPISCNT,BI2,103,B,I2\,
BKPISER,BKPISER,BI2,103,B,I2\,
BKPOX,BKPOX,BI2,203,B,I2\,
BKPOX,BKPOXH,BI2,203,B,I2\,
BKPRCOMM,BKPRACOM,BI2,104,B,I2\,
BKPRAGNT,BKPRAGNT,BI2,26,B,I2\,
BKPRSALE,BKPRBOOK,BI2,894,B,I2\,
BKPRCOMM,BKPRCOMM,BI2,104,B,I2\,
BKPRCURP,BKPRCURP,BI2,1122,B,I2\,
BKPRFTAX,BKPRFTAX,BI2,671,B,I2\,
BKPRGLFL,BKPRGLFL,BI2,3908,B,I2\,
BKPRCOMM,BKPRHCOM,BI2,104,B,I2\,
BKPRCURP,BKPRHIST,BI2,1122,B,I2\,
BKPRINFO,BKPRINFO,BI2,4039,B,I2\,
BKPRMSTR,BKPRMSTR,BI2,3575,B,I2\,
BKPRSALE,BKPRSALE,BI2,894,B,I2\,
BKPRSTFL,BKPRSTFL,BI2,12,B,I2\,
BKPRTC,BKPRTC,BI2,44,B,I2\,
BKPRTCFG,BKPRTCFG,BI2,2039,B,I2\,
BKPRMSTR,BKPRW2,BI2,3575,B,I2\,
BKQCMSTR,BKQCMSTR,BI2,147,B,I2\,
BKQCTRAN,BKQCTRAN,BI2,437,B,I2\,
BKAPDESC,BKQTNOTE,BI2,120,B,I2\,
BKAPDESC,BKQTTEMP,BI2,120,B,I2\,
BKRFQ,BKRFQ,BI2,466,B,I2\,
BKAPDESC,BKRFQDES,BI2,120,B,I2\,
BKRTCST,BKRTCST,BI2,149,B,I2\,
ROUTING,BKRTEMTR,BI2,1514,B,I2\,
BKRTSPEC,BKRTSPEC,BI2,99,B,I2\,
BKRTTEMP,BKRTTEMP,BI2,97,B,I2\,
BKSAREPT,BKSAREPT,BI2,559,B,I2\,
BKSBMFG,BKSBMFG,BI2,223,B,I2\,
BKSBPART,BKSBPART,BI2,105,B,I2\,
BKSBVEND,BKSBVEND,BI2,125,B,I2\,
BKSHORT,BKSHORT,BI2,110,B,I2\,
BKARTXN,BKSOHLOT,BI2,251,B,I2\,
BKARTXN,BKSOHSER,BI2,251,B,I2\,
BKSOLOCK,BKSOLOCK,BI2,68,B,I2\,
BKAPDESC,BKSONOTE,BI2,120,B,I2\,
BKMRPPO,BKSOPO,BI2,166,B,I2\,
BKSOX,BKSOX,BI2,269,B,I2\,
BKSOX,BKSOXH,BI2,269,B,I2\,
BKSYAP,BKSYAP,BI2,50,B,I2\,
BKSYAR,BKSYAR,BI2,16,B,I2\,
BKSYCFG,BKSYCFG,BI2,4,B,I2\,
BKSYHELP,BKSYHELP,BI2,70,B,I2\,
BKSYLOG,BKSYLOG,BI2,259,B,I2\,
BKSYMSTR,BKSYMSTR,BI2,2331,B,I2\,
BKSYPRTR,BKSYPRTR,BI2,64,B,I2\,Available printers
BKUMSRTY,BKUMSRTY,BI2,25,B,I2\,
BKMRPPO,BKWOPO,BI2,166,B,I2\,
BKYSMSTR,BKYSMSTR,BI2,1045,B,I2\,
BOMCHG,BOMCHG,BI2,343,B,I2\,
BUCKETS,BUCKETS,BI2,89,B,I2\,
CALENDAR,CALENDAR,BI2,33,B,I2\,
CALTEMP,CALTEMP,BI2,12,B,I2\,
CCEDIXRF,CCEDIXRF,BI2,70,B,I2\,
CLASMSTR,CLASMSTR,BI2,34,B,I2\,
CLASS,CLASS,BI2,234,B,I2\,
CLASMSTR,CUSTCLAS,BI2,34,B,I2\,
DBACNAME,DBACNAME,BI2,67,B,I2\,
DBAFIFO,DBAFIFO,BI2,43,B,I2\,
BKICPMAT,DISCOUNT,BI2,1353,B,I2\,
DPTMENT,DPTMENT,BI2,34,B,I2\,
EIMCOLST,EIMCOLST,BI2,462,B,I2\,
BKGLCOA,EMERSNGL,BI2,556,B,I2\,
ESTCHGS,ESTCHGS,BI2,46,B,I2\,
ESTMAT,ESTMAT,BI2,271,B,I2\,
ESTROUT,ESTROUT,BI2,1219,B,I2\,
ESTSUM,ESTSUM,BI2,2465,B,I2\,
HELPURL,HELPURL,BI2,366,B,I2\,
INVTXN,INVATXN,BI2,543,B,I2\,
INVTXN,INVETXN,BI2,543,B,I2\,
INVTXN,INVTXN,BI2,543,B,I2\,
IS2DBAR,IS2DBAR,BI2,329,B,I2\,
ISNCR,ISACAR,BI2,2319,B,I2\,
ISCARFUP,ISACARFU,BI2,156,B,I2\,
ISACCESS,ISACCESS,BI2,275,B,I2\,
ISACTION,ISACTION,BI2,130,B,I2\,
ISCYCLE,ISACYCLE,BI2,614,B,I2\,
ISCYLOC,ISACYLOC,BI2,137,B,I2\,
ISLINKS,ISALINKS,BI2,1359,B,I2\,
LOT,ISALOT,BI2,427,B,I2\,
BKSBPART,ISALPART,BI2,105,B,I2\,
BKMRPFC,ISAMRPF,BI2,91,B,I2\,
ISNCR,ISANCR,BI2,2319,B,I2\,
ISNOTES,ISANOTES,BI2,6256,B,I2\,
BKAPCHKF,ISAPACHK,BI2,91,B,I2\,
BKAPINVL,ISAPAINL,BI2,3756,B,I2\,
BKAPINVT,ISAPAINT,BI2,175,B,I2\,
BKAPPOL,ISAPARFL,BI2,370,B,I2\,
BKAPPO,ISAPARFQ,BI2,893,B,I2\,
BKAPVEND,ISAPAVND,BI2,2230,B,I2\,
ISAPCHG,ISAPCHG,BI2,506,B,I2\,
ISAPEX,ISAPEX,BI2,995,B,I2\,
ISAPCHG,ISAPHCHG,BI2,506,B,I2\,
BKRFQ,ISAPHQT,BI2,466,B,I2\,
BKAPPO,ISAPOPO,BI2,893,B,I2\,
BKAPPOL,ISAPOPOL,BI2,370,B,I2\,
ISAPPROJ,ISAPPROJ,BI2,205,B,I2\,
ISAPQPO,ISAPQPO,BI2,1857,B,I2\,
BKRFQ,ISAPQTQT,BI2,466,B,I2\,
ISARCHG,ISARACHG,BI2,488,B,I2\,
BKAPCHKF,ISARACHK,BI2,91,B,I2\,
BKARCUST,ISARACST,BI2,2498,B,I2\,
BKAPDESC,ISARADSC,BI2,120,B,I2\,
BKAPDESC,ISARAHDS,BI2,120,B,I2\,
BKARINVL,ISARAHIL,BI2,312,B,I2\,
BKARINV,ISARAHIN,BI2,1551,B,I2\,
BKARHTAX,ISARAHTX,BI2,42,B,I2\,
BKARINVT,ISARAINT,BI2,189,B,I2\,
BKARINV,ISARAINV,BI2,1551,B,I2\,
BKARINVI,ISARAIVI,BI2,124,B,I2\,
BKARINVL,ISARAIVL,BI2,312,B,I2\,
BKARINVV,ISARAIVV,BI2,673,B,I2\,
BKART,ISARAT,BI2,70,B,I2\,
BKARTNOT,ISARATNT,BI2,40,B,I2\,
BKARTXN,ISARATXN,BI2,251,B,I2\,
BKARTXN,ISARATXS,BI2,251,B,I2\,
ISARCHG,ISARCHG,BI2,488,B,I2\,
ISARDEPL,ISARDEPL,BI2,285,B,I2\,
ISARCHG,ISARECHG,BI2,488,B,I2\,
ISREMIND,ISAREMND,BI2,6950,B,I2\,
ISAREX,ISAREX,BI2,1313,B,I2\,
BKRFQ,ISARFQ,BI2,466,B,I2\,
ISARCHG,ISARHCHG,BI2,488,B,I2\,
ISARJDLP,ISARHJDL,BI2,1861,B,I2\,
ISARCHG,ISARICHG,BI2,488,B,I2\,
ISARINVX,ISARINVX,BI2,216,B,I2\,
ISARJDLP,ISARJDLP,BI2,1861,B,I2\,
ISARCHG,ISARMCHG,BI2,488,B,I2\,
ISARCHG,ISARQCHG,BI2,488,B,I2\,
ISARCHG,ISARRCHG,BI2,488,B,I2\,
ISARCHG,ISARSCGH,BI2,488,B,I2\,
ISARTXNB,ISARTXNB,BI2,381,B,I2\,
ISSIGN,ISASIGN,BI2,485,B,I2\,
ISAUTODC,ISAUTODC,BI2,205,B,I2\,
ISBANKS,ISBANKS,BI2,478,B,I2\,
ISBILLSH,ISBILLSH,BI2,121,B,I2\,
ISBINLOC,ISBINLOC,BI2,162,B,I2\,
ISBINLOT,ISBINLOT,BI2,199,B,I2\,
BKBMMSTR,ISBMESA,BI2,215,B,I2\,
BKBMMSTR,ISBMEST,BI2,215,B,I2\,
BKBMMSTR,ISBMTMP,BI2,215,B,I2\,
ISBNMSTR,ISBNMSTR,BI2,185,B,I2\,
ISSOBOX,ISBOLMS,BI2,931,B,I2\,
BKCMACCC,ISBRANDC,BI2,30,B,I2\,
BKCMACCL,ISBRANDS,BI2,15,B,I2\,
ISBROKER,ISBROKER,BI2,27,B,I2\,
ISBSF,ISBSF,BI2,1236,B,I2\,
ISSRINFO,ISBTCSB,BI2,1171,B,I2\,
INVTXN,ISBTXFER,BI2,543,B,I2\,
ISBUILD,ISBUILD,BI2,338,B,I2\,
ISCACT,ISCACT,BI2,5941,B,I2\,
ISNCR,ISCAR,BI2,2319,B,I2\,
ISCARDTE,ISCARDTE,BI2,1707,B,I2\,
ISCARFUP,ISCARFUP,BI2,156,B,I2\,
ISCATMST,ISCATMST,BI2,164,B,I2\,
ISCC,ISCC,BI2,305,B,I2\,
ISCCBTXN,ISCCBTXN,BI2,205,B,I2\,
ISCCICM,ISCCICM,BI2,2286,B,I2\,
ISCCMTF,ISCCMTF,BI2,75,B,I2\,
ISCHAINM,ISCHAIN,BI2,394,B,I2\,
ISCHAINM,ISCHAINM,BI2,394,B,I2\,
ISCCMTF,ISCMGRP,BI2,75,B,I2\,
ISCNTRY,ISCNTRY,BI2,108,B,I2\,
ISCONVRT,ISCONVRT,BI2,253,B,I2\,
ISCRISLS,ISCRISLS,BI2,225,B,I2\,
ISCSERIA,ISCSERIA,BI2,129,B,I2\,
ISCTEAM,ISCTEAM,BI2,90,B,I2\,
ISCTREVU,ISCTREVU,BI2,187,B,I2\,
ISCYCLCD,ISCYCLCD,BI2,113,B,I2\,
ISCYCLE,ISCYCLE,BI2,614,B,I2\,
ISCYLOC,ISCYLOC,BI2,137,B,I2\,
ISDCSER,ISDCSER,BI2,253,B,I2\,
ISDEFECT,ISDEFECT,BI2,120,B,I2\,
ISDEPT,ISDEPT,BI2,150,B,I2\,
ISDIGSIG,ISDIGSIG,BI2,757,B,I2\,
ISDIV,ISDIV,BI2,150,B,I2\,
ISDLCK1,ISDLCK1,BI2,10,B,I2\,
ISDLCK1,ISDLCK2,BI2,10,B,I2\,
ISDRILL,ISDRILL,BI2,3416,B,I2\,
ISDRILLM,ISDRILLM,BI2,400,B,I2\,
ISDROP,ISDROP,BI2,120,B,I2\,
ISDUTY,ISDUTY,BI2,14,B,I2\,
ISEAB,ISEAB,BI2,195,B,I2\,
BKARINV,ISECIH,BI2,1551,B,I2\,
BKARINVL,ISECIL,BI2,312,B,I2\,
ISSRINFO,ISECINFO,BI2,1171,B,I2\,
ISECO,ISECO,BI2,170,B,I2\,
ISSRINFO,ISEDINFO,BI2,1171,B,I2\,
ISESTDTL,ISESADTL,BI2,1823,B,I2\,
BKARINV,ISESAHDR,BI2,1551,B,I2\,
BKARINVL,ISESALNE,BI2,312,B,I2\,
ISSCHED,ISESCHED,BI2,3649,B,I2\,
ISSRINFO,ISESINFO,BI2,1171,B,I2\,
BKARINVL,ISESTAQL,BI2,312,B,I2\,
BKARINV,ISESTAQT,BI2,1551,B,I2\,
ESTSUM,ISESTASM,BI2,2465,B,I2\,
ISESTDTL,ISESTDTL,BI2,1823,B,I2\,
BKARINV,ISESTHDR,BI2,1551,B,I2\,
BKARINVL,ISESTLNE,BI2,312,B,I2\,
BKMRPPO,ISESTPO,BI2,166,B,I2\,
ISEXUSER,ISEXUSER,BI2,944,B,I2\,
ISFIELDS,ISFIELDS,BI2,118,B,I2\,
ISFOBMRM,ISFOBMRM,BI2,1132,B,I2\,
ISFOHEAD,ISFOHEAD,BI2,320,B,I2\,
ISFOHIST,ISFOHIST,BI2,290,B,I2\,
ISFOLINE,ISFOLINE,BI2,413,B,I2\,
ISFOORDL,ISFOORDL,BI2,274,B,I2\,
ISFSCLAS,ISFSCLAS,BI2,104,B,I2\,
ISFSCLAS,ISFSEMP,BI2,104,B,I2\,
ISFSINFO,ISFSINFO,BI2,195,B,I2\,
CLASMSTR,ISFSMARK,BI2,34,B,I2\,
ISFSPROJ,ISFSPROJ,BI2,152,B,I2\,
ISFSPS,ISFSPS,BI2,397,B,I2\,
ISFSWHO,ISFSWHO,BI2,84,B,I2\,
ISFUTYPE,ISFUTYPE,BI2,120,B,I2\,
ISFXASST,ISFXASST,BI2,634,B,I2\,
ISFXATRN,ISFXATRN,BI2,190,B,I2\,
ISGLCOA,ISGLBDGT,BI2,622,B,I2\,
ISGLCOA,ISGLCOA,BI2,622,B,I2\,
ISGLDATE,ISGLDATE,BI2,390,B,I2\,
ISGLCOA,ISGLFCOA,BI2,622,B,I2\,
ISGLDATE,ISGLHDAT,BI2,390,B,I2\,
ISGLNBGT,ISGLNBGT,BI2,327,B,I2\,
ISSERIAL,ISHLOTS,BI2,258,B,I2\,
ISSERIAL,ISHSERIA,BI2,258,B,I2\,
BKICMSTR,ISICADT,BI2,617,B,I2\,
ISICMSTR,ISICAMTR,BI2,948,B,I2\,
BKICPMAT,ISICAPMT,BI2,1353,B,I2\,
BKICREF,ISICAREF,BI2,420,B,I2\,
BKICMSTR,ISICESA,BI2,617,B,I2\,
BKICMSTR,ISICEST,BI2,617,B,I2\,
ISSRINFO,ISICINFO,BI2,1171,B,I2\,
ISICMSTR,ISICMSTR,BI2,948,B,I2\,
BKICMSTR,ISICSTD,BI2,617,B,I2\,
ISICUL,ISICUL,BI2,907,B,I2\,
ISIS,ISIS,BI2,56,B,I2\,
BKISTAX,ISISATAX,BI2,89,B,I2\,
ISSERCNT,ISITMCFG,BI2,160,B,I2\,
ISITP,ISITP,BI2,200,B,I2\,
ISJAVA,ISJAVA,BI2,2044,B,I2\,
ISBSF,ISJBSF,BI2,1236,B,I2\,
ISJOB,ISJOB,BI2,175,B,I2\,
ISLANDF,ISLANDF,BI2,42,B,I2\,
ISLBLMAP,ISLBLMAP,BI2,893,B,I2\,
ISLINKS,ISLINKS,BI2,1359,B,I2\,
ISLOCCST,ISLOCCST,BI2,199,B,I2\,
ISLOG,ISLOG,BI2,430,B,I2\,
ISSERIAL,ISLOTS,BI2,258,B,I2\,
ISLSMAP,ISLSMAP,BI2,449,B,I2\,
ISLTYPE,ISLTYPE,BI2,135,B,I2\,
ISMACS,ISMACS,BI2,152,B,I2\,
ISMCF,ISMCF,BI2,347,B,I2\,
ISMCR,ISMCR,BI2,117,B,I2\,
MTICMSTR,ISMICADT,BI2,1533,B,I2\,
MTICMSTR,ISMICESA,BI2,1533,B,I2\,
MTICMSTR,ISMICEST,BI2,1533,B,I2\,
MTICMSTR,ISMICSTD,BI2,1533,B,I2\,
BKMRPFC,ISMRPFC,BI2,91,B,I2\,
MTMRP,ISMRPOLD,BI2,145,B,I2\,
BKBMMSTR,ISMYBOM,BI2,215,B,I2\,
WOBOM,ISMYWOBM,BI2,496,B,I2\,
ISNCR,ISNCR,BI2,2319,B,I2\,
ISNCRLNS,ISNCRLNS,BI2,283,B,I2\,
WORECV,ISNCRTXN,BI2,131,B,I2\,
ISNOTES,ISNOTES,BI2,6256,B,I2\,
ISNTYPE,ISNTYPE,BI2,135,B,I2\,
ISNUMBER,ISNUMBER,BI2,510,B,I2\,
ISORDDSC,ISORDDSC,BI2,30,B,I2\,
ISORDECO,ISORDECO,BI2,228,B,I2\,
ISQCSPEC,ISPMINPR,BI2,1161,B,I2\,
ISQCMTHD,ISPMMTHD,BI2,3367,B,I2\,
ISQCSPEC,ISPMRSLT,BI2,1161,B,I2\,
ISQCSPEC,ISPMSPEC,BI2,1161,B,I2\,
ISSOBOX,ISPOBOX,BI2,931,B,I2\,
ISORDDSC,ISPODESC,BI2,30,B,I2\,
ISPOTRK,ISPOHTRK,BI2,201,B,I2\,
ISPOLOG,ISPOLOG,BI2,241,B,I2\,
BKCMACCL,ISPOS,BI2,15,B,I2\,
BKCMACCC,ISPOSC,BI2,30,B,I2\,
ISPOTRK,ISPOTRK,BI2,201,B,I2\,
ISPRCONS,ISPRACON,BI2,1994,B,I2\,
BKPRCURP,ISPRAHST,BI2,1122,B,I2\,
BKPRINFO,ISPRAINF,BI2,4039,B,I2\,
BKPRMSTR,ISPRAMST,BI2,3575,B,I2\,
ISPRCONS,ISPRCONS,BI2,1994,B,I2\,
ISPREQ,ISPREQ,BI2,871,B,I2\,
ISPRESN,ISPRESN,BI2,30,B,I2\,
ISPRINFO,ISPRINFO,BI2,551,B,I2\,
BKPRMSTR,ISPRMSTR,BI2,3575,B,I2\,
BKPRSALE,ISPRSALE,BI2,894,B,I2\,
ISPRTEMP,ISPRTEMP,BI2,122,B,I2\,
ISPRUDD,ISPRUDD,BI2,214,B,I2\,
ISPRUDF,ISPRUDF,BI2,284,B,I2\,
ISPRUDIV,ISPRUDIV,BI2,156,B,I2\,
BKQCMSTR,ISQCAMST,BI2,147,B,I2\,
BKQCTRAN,ISQCATRN,BI2,437,B,I2\,
ISQCMTHD,ISQCMTHD,BI2,3367,B,I2\,
ISQCSPEC,ISQCRSLT,BI2,1161,B,I2\,
ISQCSPEC,ISQCSPEC,BI2,1161,B,I2\,
ISQRYSQL,ISQRYSQL,BI2,1030,B,I2\,
ISQSOA,ISQSOA,BI2,191,B,I2\,
ISCATMST,ISQTCODE,BI2,164,B,I2\,
ISSRINFO,ISQTINFO,BI2,1171,B,I2\,
ISREMIND,ISREMIND,BI2,6950,B,I2\,
ISREPDEF,ISREPDEF,BI2,85,B,I2\,
ISREPLNK,ISREPLNK,BI2,170,B,I2\,
ISREPORD,ISREPORD,BI2,207,B,I2\,
BKAPDESC,ISRFQADS,BI2,120,B,I2\,
BKSBPART,ISRLPART,BI2,105,B,I2\,
ISRMAI,ISRMAAI,BI2,1185,B,I2\,
ISRMAC,ISRMAC,BI2,190,B,I2\,
BKAPDESC,ISRMADSC,BI2,120,B,I2\,
ISRMAI,ISRMAI,BI2,1185,B,I2\,
ISSRINFO,ISRMAINF,BI2,1171,B,I2\,
BKARINV,ISRMAINV,BI2,1551,B,I2\,
BKARINVL,ISRMAIVL,BI2,312,B,I2\,
BKARTXN,ISRMATXN,BI2,251,B,I2\,
BKARTXN,ISRMATXS,BI2,251,B,I2\,
BKAPDESC,ISRMDESC,BI2,120,B,I2\,
ISSRINFO,ISRMHINF,BI2,1171,B,I2\,
ISSRINFO,ISRMINFO,BI2,1171,B,I2\,
BKARINV,ISRMINV,BI2,1551,B,I2\,
BKARINVL,ISRMINVL,BI2,312,B,I2\,
BKARTXN,ISRMTXN,BI2,251,B,I2\,
BKARTXN,ISRMTXNS,BI2,251,B,I2\,
ISROUTEX,ISROUTEX,BI2,2339,B,I2\,
ROUTING,ISRTESA,BI2,1514,B,I2\,
ROUTING,ISRTEST,BI2,1514,B,I2\,
ISRTLOAD,ISRTLOAD,BI2,317,B,I2\,
ISRTMS,ISRTMS,BI2,2286,B,I2\,
BKSBMFG,ISSBAMFG,BI2,223,B,I2\,
BKSBPART,ISSBAPRT,BI2,105,B,I2\,
BKSBVEND,ISSBAVND,BI2,125,B,I2\,
ISSCHED,ISSCHED,BI2,3649,B,I2\,
ISSCOMP,ISSCOMP,BI2,141,B,I2\,
ISSDET,ISSDET,BI2,81,B,I2\,
BKARINV,ISSEDH,BI2,1551,B,I2\,
BKARINVL,ISSEDL,BI2,312,B,I2\,
ISSEPROC,ISSEPROC,BI2,65,B,I2\,
ISSEQUIP,ISSEQUIP,BI2,60,B,I2\,
ISSERCNT,ISSERCNT,BI2,160,B,I2\,
ISSERIAL,ISSERIAL,BI2,258,B,I2\,
ISSERR,ISSERR,BI2,3228,B,I2\,
BKARINV,ISSESH,BI2,1551,B,I2\,
BKARINVL,ISSESL,BI2,312,B,I2\,
ISSETYPE,ISSETYPE,BI2,65,B,I2\,
ISSHIPA,ISSHIPA,BI2,150,B,I2\,
ISSHIPCO,ISSHIPCO,BI2,1175,B,I2\,
ISSHPVIA,ISSHPVIA,BI2,848,B,I2\,
ISSIGN,ISSIGN,BI2,485,B,I2\,
BKMRPFC,ISSLSFC,BI2,91,B,I2\,
ISSMTCFG,ISSMTCFG,BI2,124,B,I2\,
BKARINV,ISSNINV,BI2,1551,B,I2\,
BKARINVL,ISSNINVL,BI2,312,B,I2\,
ISNOTES,ISSNOTES,BI2,6256,B,I2\,
BKARTXN,ISSNTXN,BI2,251,B,I2\,
ISARTXNB,ISSNTXNB,BI2,381,B,I2\,
BKARTXN,ISSNTXNS,BI2,251,B,I2\,
ISSOBOX,ISSOABOX,BI2,931,B,I2\,
ISSOBOX,ISSOAHBX,BI2,931,B,I2\,
ISSRINFO,ISSOAINF,BI2,1171,B,I2\,
BKARTXN,ISSOALOT,BI2,251,B,I2\,
BKARTXN,ISSOASER,BI2,251,B,I2\,
ISSOBOX,ISSOBOX,BI2,931,B,I2\,
ISDIGSIG,ISSODIGS,BI2,757,B,I2\,
ISSOBOX,ISSOHBOX,BI2,931,B,I2\,
ISSRINFO,ISSOHINF,BI2,1171,B,I2\,
ISSRINFO,ISSOINFO,BI2,1171,B,I2\,
ISSOREVU,ISSOREVU,BI2,215,B,I2\,
ISSPC,ISSPC,BI2,1415,B,I2\,
BKAPPO,ISSPOH,BI2,893,B,I2\,
BKAPPOL,ISSPOL,BI2,370,B,I2\,
BKARINV,ISSQTH,BI2,1551,B,I2\,
BKARINVL,ISSQTL,BI2,312,B,I2\,
BKAPDESC,ISSRADSC,BI2,120,B,I2\,
ISSRINFO,ISSRAINF,BI2,1171,B,I2\,
BKARINV,ISSRAINV,BI2,1551,B,I2\,
BKARINVL,ISSRAIVL,BI2,312,B,I2\,
ISSRMMS,ISSRAMMS,BI2,599,B,I2\,
BKARTXN,ISSRATXN,BI2,251,B,I2\,
BKARTXN,ISSRATXS,BI2,251,B,I2\,
BKARINV,ISSRCH,BI2,1551,B,I2\,
BKARINVL,ISSRCL,BI2,312,B,I2\,
BKAPDESC,ISSRDESC,BI2,120,B,I2\,
BKAPPO,ISSRFQH,BI2,893,B,I2\,
BKAPPOL,ISSRFQL,BI2,370,B,I2\,
ISSRINFO,ISSRHINF,BI2,1171,B,I2\,
ISSRINFO,ISSRINFO,BI2,1171,B,I2\,
BKARINV,ISSRINV,BI2,1551,B,I2\,
BKARINVL,ISSRINVL,BI2,312,B,I2\,
BKARINV,ISSRMH,BI2,1551,B,I2\,
BKARINV,ISSRMINV,BI2,1551,B,I2\,
BKARINVL,ISSRMIVL,BI2,312,B,I2\,
BKARINVL,ISSRML,BI2,312,B,I2\,
ISSRMMS,ISSRMMS,BI2,599,B,I2\,
BKARTXN,ISSRTXN,BI2,251,B,I2\,
BKARTXN,ISSRTXNS,BI2,251,B,I2\,
BKARINV,ISSSOH,BI2,1551,B,I2\,
BKARINVL,ISSSOL,BI2,312,B,I2\,
BKARINV,ISSSRH,BI2,1551,B,I2\,
BKARINVL,ISSSRL,BI2,312,B,I2\,
ISSTYPE,ISSTEQUI,BI2,125,B,I2\,
ISSTRACK,ISSTRACK,BI2,1166,B,I2\,
ISSTYPE,ISSTTYPE,BI2,125,B,I2\,
ISSTYPE,ISSTYPE,BI2,125,B,I2\,
ISTAXFIL,ISTAXFIL,BI2,563,B,I2\,
ISTAXGRP,ISTAXGRP,BI2,857,B,I2\,
ISTERMS,ISTERMS,BI2,191,B,I2\,
ISTOOLOG,ISTOOLOG,BI2,1005,B,I2\,
ISTRIGRS,ISTRIGRS,BI2,6664,B,I2\,
ISUDFINV,ISUDFINV,BI2,167,B,I2\,
ISUDMSTR,ISUDMSTR,BI2,185,B,I2\,
ISUSAGE,ISUSAGE,BI2,2103,B,I2\,
ISVAR,ISVAR,BI2,1106,B,I2\,
ISVARSQL,ISVARSQL,BI2,63,B,I2\,
ISVNDADT,ISVNDADT,BI2,699,B,I2\,
ISWOTRAY,ISWOBINS,BI2,1015,B,I2\,
ISWOCLOG,ISWOCLOG,BI2,443,B,I2\,
BKAPDESC,ISWODESC,BI2,120,B,I2\,
ISWOEX,ISWOEX,BI2,1171,B,I2\,
ISWOTRAY,ISWOHBNS,BI2,1015,B,I2\,
BKAPDESC,ISWOHDSC,BI2,120,B,I2\,
ISWOEX,ISWOHEX,BI2,1171,B,I2\,
ISWOPRIO,ISWOPRIO,BI2,139,B,I2\,
ISWOQUE,ISWOQUE,BI2,149,B,I2\,
ISWOROEX,ISWOROEX,BI2,799,B,I2\,
ISWOTRAY,ISWOTRAY,BI2,1015,B,I2\,
ISWOROEX,ISWROHEX,BI2,799,B,I2\,
JGPITEMS,JGPITEMS,BI2,3959,B,I2\,
JSPCNLCD,JSPCNLCD,BI2,165,B,I2\,
JSPCNLSO,JSPCNLSO,BI2,183,B,I2\,
