table,field_path,offset
ISLBLMAP,IS.LABEL.EDATE B,0xce674
ISLBLMAP,IS.LABEL.EXTRA,0xcdd44
ISLBLMAP,IS.LABEL.FLAG,0xcdddc
ISLBLMAP,IS.LABEL.ITEM,0xcf274
ISLBLMAP,IS.LABEL.NTYPE f,0xce414
ISLBLMAP,IS.LABEL.NUM,0xcf1dc
ISLBLMAP,IS.LABEL.RTM   Z,0xce4ac
ISLBLMAP,IS.LABEL.VEND  P,0xce544
ISLINKS,IS.LNK.APP     0,0xcfc14
ISLINKS,IS.LNK.DATE    h,0xcf814
ISLINKS,IS.LNK.DEF,0xcf9dc
ISLINKS,IS.LNK.GLOBAL  f,0xcf944
ISLINKS,IS.LNK.LINK    0,0xcfcac
ISLINKS,IS.LNK.NOTE    l,0xcf70c
ISLINKS,IS.LNK.OPENWITHg,0xcf8ac
ISLINKS,IS.LNK.UID,0xcfd44
ISLINKS,IS.LNK.WHO     x,0xcf674
ISLOCCST,IS.LCST.AVGC,0x136cac
ISLOCCST,IS.LCST.LOC,0x136d44
ISLOCCST,IS.LCST.LTIME  -,0xcfe74
ISLOCCST,IS.LCST.PART,0x136ddc
ISLOG,IS.LOG.DOING   2,0x137674
ISLOG,IS.LOG.EXTRA   J,0x136e74
ISLOG,IS.LOG.STARTD  n,0x1375dc
ISLOG,IS.LOG.STARTT  r,0x137544
ISLOG,IS.LOG.WHO,0x137814
ISLSMAP,IS.MAP.CCODE   n,0x137e74
ISLSMAP,IS.MAP.FLAG    X,0x137944
ISLSMAP,IS.MAP.OPER    -,0x1381dc
ISLSMAP,IS.MAP.POSITION,0x138814
ISLSMAP,IS.MAP.PQTY    f,0x137f0c
ISLSMAP,IS.MAP.PSERIAL M,0x138014
ISLSMAP,IS.MAP.TRAYNUM,0x1388ac
ISLTYPE,IS.LT.DESC,0x138a74
ISLTYPE,IS.LT.TYPE,0x138b0c
ISMACS,IS.MACS.MACNUM,0x1394ac
ISMACS,IS.MACS.OPER,0x139544
ISMACS,IS.MACS.SDATE,0x138f0c
ISMACS,IS.MACS.STIME,0x138e74
ISMACS,IS.MACS.WC,0x139414
ISMACS,IS.MACS.WOPRE,0x139674
ISMACS,IS.MACS.WOSUF,0x1395dc
ISMCF,ISIS.MCF.AMTAPDE,0x1398ac
ISMCF,ISIS.MCF.AMTAR h,0x13b4ac
ISMCF,ISIS.MCF.AMTBNKX,0x13b5dc
ISMCF,ISIS.MCF.AMTFE p,0x13b414
ISMCF,ISIS.MCF.BASE,0x13be74
ISMCF,ISIS.MCF.CODE,0x13bf0c
ISMCF,ISIS.MCF.DESC  y,0x13b274
ISMCF,ISIS.MCF.GLAADX,0x13a274
ISMCF,ISIS.MCF.GLAAPD7,0x1399dc
ISMCF,ISIS.MCF.GLAARXJ,0x13b70c
ISMCF,ISIS.MCF.GLABK,0x13bddc
ISMCF,ISIS.MCF.GLABKX.,0x13b9dc
ISMCF,ISIS.MCF.GLABS,0x13bcac
ISMCF,ISIS.MCF.GLACS,0x13a144
ISMCF,ISIS.MCF.GLAIS,0x13bb0c
ISMCF,ISIS.MCF.GLAPDXM,0x139814
ISMCF,ISIS.MCF.GLDADX,0x13a1dc
ISMCF,ISIS.MCF.GLDAPDA,0x139944
ISMCF,ISIS.MCF.GLDAPXF,0x13b814
ISMCF,ISIS.MCF.GLDARXT,0x13b674
ISMCF,ISIS.MCF.GLDBK,0x13bd44
ISMCF,ISIS.MCF.GLDBKX8,0x13b944
ISMCF,ISIS.MCF.GLDBS,0x13bc14
ISMCF,ISIS.MCF.GLDCS,0x13a0ac
ISMCF,ISIS.MCF.GLDCSX3,0x139a74
ISMCF,ISIS.MCF.GLDPDXW,0x13970c
ISMCF,ISIS.MCF.SYMBOLx,0x13b30c
ISMCR,ISIS.MCR.BASE,0x13c814
ISMCR,ISIS.MCR.DATE,0x13c8ac
ISMCR,ISIS.MCR.SOURCE,0x13c944
ISNCR,IS.NCR.CDATE   N,0x13f8ac
ISNCR,IS.NCR.CDRAW   o,0x13da74
ISNCR,IS.NCR.COMP,0x13fa74
ISNCR,IS.NCR.DCODE   i,0x13f274
ISNCR,IS.NCR.DDATE,0x13e0ac
ISNCR,IS.NCR.DESC    s,0x13f1dc
ISNCR,IS.NCR.FLAG,0x13cb0c
ISNCR,IS.NCR.LOC,0x13dd44
ISNCR,IS.NCR.NL,0x13cc14
ISNCR,IS.NCR.NUM,0x140414
ISNCR,IS.NCR.PART,0x13fb0c
ISNCR,IS.NCR.PREV    j,0x13db0c
ISNCR,IS.NCR.QC,0x13de74
ISNCR,IS.NCR.QTY     a,0x13f30c
ISNCR,IS.NCR.RMALN,0x13ca74
ISNCR,IS.NCR.SCRAP,0x13df0c
ISNCR,IS.NCR.SERIAL  5,0x13f944
ISNCR,IS.NCR.STATUS,0x13e014
ISNCR,IS.NCR.UQTY,0x13ccac
ISNCR,IS.NCR.VEND,0x13dddc
ISNCR,IS.NCR.WHO     R,0x13f814
ISNCRLNS,IS.NCRLN.BIN   Z,0x140a74
ISNCRLNS,IS.NCRLN.CNTR,0x1411dc
ISNCRLNS,IS.NCRLN.LOC   P,0x140b0c
ISNCRLNS,IS.NCRLN.NCR,0x141274
ISNCRLNS,IS.NCRLN.PART,0x141144
ISNCRLNS,IS.NCRLN.QTY,0x1410ac
ISNCRLNS,IS.NCRLN.RMALN H,0x140c14
ISNCRLNS,IS.NCRLN.SER   i,0x1409dc
ISNOTES,IS.NOTE.ALPHA,0x14130c
ISNOTES,IS.NOTE.CTIME  C,0x142544
ISNOTES,IS.NOTE.CWHO   M,0x1424ac
ISNOTES,IS.NOTE.EWHO   j,0x142274
ISNOTES,IS.NOTE.EXTRA  y,0x1421dc
ISNOTES,IS.NOTE.ID,0x142814
ISNOTES,IS.NOTE.NOTE   3,0x142674
ISNOTES,IS.NOTE.TYPE   0,0x14270c
ISNOTESC,IS.NOTEC.CTIME C,0x1431dc
ISNOTESC,IS.NOTEC.CWHO  M,0x143144
ISNOTESC,IS.NOTEC.EWHO  j,0x142b0c
ISNOTESC,IS.NOTEC.EXTRA y,0x142a74
ISNOTESC,IS.NOTEC.ID,0x143cac
ISNOTESC,IS.NOTEC.NOTE  3,0x14330c
ISNOTESC,IS.NOTEC.TYPE  0,0x143c14
ISNTYPE,IS.NT.DESC,0x143e74
ISNTYPE,IS.NT.TYPE,0x143f0c
ISNUMBER,IS.NUM.CODE,0x144544
ISNUMBER,IS.NUM.NEXT,0x1444ac
ISORDDSC,IORD.DESC.CODE,0x1445dc
ISORDECO,IS.OECO.ENTDATET,0x144814
ISORDECO,IS.OECO.EXTRA  X,0x14470c
ISORDECO,IS.OECO.PART,0x144c14
ISORDECO,IS.OECO.PONUM,0x144d44
ISORDECO,IS.OECO.REVLVL 6,0x144a74
ISORDECO,IS.OECO.SONUM,0x144ddc
ISORDECO,IS.OECO.UNUM,0x144cac
ISORDECO,IS.OECO.WOPRE  J,0x144944
ISORDECO,IS.OECO.WOSUF  R,0x1448ac
ISPOLOG,ISPO.LOG.DATE,0x145b0c
ISPOLOG,ISPO.LOG.EMP,0x145c14
ISPOLOG,ISPO.LOG.PRGM,0x145944
ISPOLOG,ISPO.LOG.TIME,0x145a74
ISPOLOG,ISPO.LOG.WHO,0x1459dc
ISPOTRK,IS.TRK.EXTRA   e,0x1460ac
ISPOTRK,IS.TRK.NUM,0x145d44
ISPOTRK,IS.TRK.ORD,0x145cac
ISPOTRK,IS.TRK.STATUS  3,0x146014
ISPRCONS,ISPR.CNS.ADD   f,0x14630c
ISPRCONS,ISPR.CNS.EMP,0x146144
ISPRCONS,ISPR.CNS.EXTRA W,0x147674
ISPRCONS,ISPR.CNS.MSCLBL,0x1471dc
ISPRCONS,ISPR.CNS.NAME  4,0x146274
ISPRCONS,ISPR.CNS.TITLE,0x1461dc
ISPREQ,IS.PREQ.CTIME  c,0x147b0c
ISPREQ,IS.PREQ.EMP,0x1494ac
ISPREQ,IS.PREQ.OPER,0x1495dc
ISPREQ,IS.PREQ.PART,0x14930c
ISPREQ,IS.PREQ.QTY    -,0x149274
ISPREQ,IS.PREQ.RDATE,0x149414
ISPREQ,IS.PREQ.REASON 7,0x149144
ISPREQ,IS.PREQ.RTIME  _,0x148014
ISPREQ,IS.PREQ.SCRAP  5,0x1491dc
ISPREQ,IS.PREQ.WC,0x149544
ISPREQ,IS.PREQ.WOPRE,0x14970c
ISPREQ,IS.PREQ.WOSUF,0x149674
ISPRESN,IS.PRESN.REASON,0x14a414
ISPRINFO,ISPR.INFO.DESC,0x14a5dc
ISPRINFO,ISPR.INFO.MISC n,0x14a544
ISPRINFO,ISPR.INFO.PROG,0x14a674
ISPRTEMP,ISPR.TRN.BATCH r,0x14a70c
ISPRTEMP,ISPR.TRN.CODE,0x14b674
ISPRTEMP,ISPR.TRN.DATE,0x14b70c
ISPRTEMP,ISPR.TRN.ENTDTEJ,0x14ae74
ISPRTEMP,ISPR.TRN.EXTRA N,0x14addc
ISPRTEMP,ISPR.TRN.GLACCT,0x14bcac
ISPRTEMP,ISPR.TRN.GLDPT,0x14bc14
ISPRTEMP,ISPR.TRN.INVC,0x14b5dc
ISPRTEMP,ISPR.TRN.PERIODp,0x14ac14
ISPRTEMP,ISPR.TRN.POST  o,0x14acac
ISPRTEMP,ISPR.TRN.TRXN  g,0x14ad44
ISPRTEMP,ISPR.TRN.TYPE  H,0x14af0c
ISPRUDD,ISPR.UDD.EMP,0x14bd44
ISPRUDD,ISPR.UDD.MISC  r,0x14c9dc
ISPRUDD,ISPR.UDD.NUM,0x14bddc
ISPRUDD,ISPR.UDD.UDEAMTJ,0x14c274
ISPRUDD,ISPR.UDD.UDELMTZ,0x14c814
ISPRUDD,ISPR.UDD.UDEQTDb,0x14c8ac
ISPRUDD,ISPR.UDD.UDEYLMR,0x14c30c
ISPRUDD,ISPR.UDD.UDEYTDj,0x14c944
ISPRUDD,ISPR.UDD.UDNAM,0x14be74
ISPRUDD,ISPR.UDD.UODAMT2,0x14c0ac
ISPRUDD,ISPR.UDD.UODLMTB,0x14c1dc
ISPRUDF,ISPR.UDF.CALCEE6,0x14d944
ISPRUDF,ISPR.UDF.CALCREH,0x14d814
ISPRUDF,ISPR.UDF.DESC,0x14e8ac
ISPRUDF,ISPR.UDF.DIV,0x14ea74
ISPRUDF,ISPR.UDF.DIVNAM,0x14e9dc
ISPRUDF,ISPR.UDF.EEAMT Z,0x14d274
ISPRUDF,ISPR.UDF.EETYPE7,0x14d8ac
ISPRUDF,ISPR.UDF.ERAMT b,0x14d1dc
ISPRUDF,ISPR.UDF.ERTYPEI,0x14d30c
ISPRUDF,ISPR.UDF.FUTA  -,0x14df0c
ISPRUDF,ISPR.UDF.LOCAL 5,0x14d9dc
ISPRUDF,ISPR.UDF.MED   1,0x14dcac
ISPRUDF,ISPR.UDF.NUM,0x14e944
ISPRUDF,ISPR.UDF.SDI   .,0x14de74
ISPRUDF,ISPR.UDF.SIT   2,0x14dc14
ISPRUDF,ISPR.UDF.SS    0,0x14dd44
ISPRUDF,ISPR.UDF.SUTA  4,0x14da74
ISPRUDF,ISPR.UDF.UDELMTr,0x14d0ac
ISPRUDF,ISPR.UDF.UODLMTj,0x14d144
ISPRUDF,ISPR.UDF.UODYLMz,0x14d014
ISPRUDF,ISPR.UDF.WC    3,0x14db0c
ISPRUDIV,ISPR.UD.DIV,0x14eb0c
ISPRUDIV,ISPR.UD.NAME,0x14ecac
ISPRUDIV,ISPR.UD.NUM,0x14ec14
ISPRUDIV,ISPR.UD.UODACT D,0x14f5dc
ISPRUDIV,ISPR.UD.UODCALCR,0x14f70c
ISPRUDIV,ISPR.UD.UODDPT N,0x14f674
ISPRUDIV,ISPR.UD.UODEACTd,0x1505dc
ISPRUDIV,ISPR.UD.UODEAMTr,0x15070c
ISPRUDIV,ISPR.UD.UODECLCc,0x150544
ISPRUDIV,ISPR.UD.UODEDPTn,0x150674
ISPRUDIV,ISPR.UD.UODELMTz,0x150c14
ISPRUDIV,ISPR.UD.UODFICA6,0x14f144
ISPRUDIV,ISPR.UD.UODFIT 3,0x14ef0c
ISPRUDIV,ISPR.UD.UODFUTA4,0x14f014
ISPRUDIV,ISPR.UD.UODLMT S,0x150414
ISPRUDIV,ISPR.UD.UODMED 9,0x14f30c
ISPRUDIV,ISPR.UD.UODPTX 2,0x14ee74
ISPRUDIV,ISPR.UD.UODSDI 5,0x14f0ac
ISPRUDIV,ISPR.UD.UODSIT 7,0x14f1dc
ISPRUDIV,ISPR.UD.UODWC  8,0x14f274
ISQCMTHD,ISQC.MTD.DESC,0x1514ac
ISQCMTHD,ISQC.MTD.DESC2 Z,0x151414
ISQCMTHD,ISQC.MTD.NOTES Z,0x151274
ISQCMTHD,ISQC.MTD.TSTCOD,0x151544
ISQCSPEC,ISQC.SPC.ACCEPT,0x152674
ISQCSPEC,ISQC.SPC.ADATE,0x152814
ISQCSPEC,ISQC.SPC.ANOTES,0x1525dc
ISQCSPEC,ISQC.SPC.APPBY,0x15270c
ISQCSPEC,ISQC.SPC.BATCH A,0x153544
ISQCSPEC,ISQC.SPC.CNTR  d,0x15330c
ISQCSPEC,ISQC.SPC.CODE,0x154014
ISQCSPEC,ISQC.SPC.DATE,0x15170c
ISQCSPEC,ISQC.SPC.INVNUM_,0x151e74
ISQCSPEC,ISQC.SPC.ITMNO V,0x151f0c
ISQCSPEC,ISQC.SPC.LOT,0x153674
ISQCSPEC,ISQC.SPC.LOTQTYf,0x153274
ISQCSPEC,ISQC.SPC.LRNUM,0x1540ac
ISQCSPEC,ISQC.SPC.OPER,0x15370c
ISQCSPEC,ISQC.SPC.PONUM N,0x152414
ISQCSPEC,ISQC.SPC.RCVNUMg,0x151ddc
ISQCSPEC,ISQC.SPC.SAMPLEw,0x151cac
ISQCSPEC,ISQC.SPC.SAMQTYo,0x151d44
ISQCSPEC,ISQC.SPC.SOLINEF,0x1524ac
ISQCSPEC,ISQC.SPC.TCNTR v,0x153144
ISQCSPEC,ISQC.SPC.TSTCODy,0x153014
ISQCSPEC,ISQC.SPC.TSTLOTx,0x1530ac
ISQCSPEC,ISQC.SPC.TSTQTYn,0x1531dc
ISQCSPEC,ISQC.SPC.WOPRE Z,0x1534ac
ISQCSPEC,ISQC.SPC.WOSUF b,0x153414
ISQRYSQL,IS.QRY.NAME,0x1541dc
ISQSOA,IS.QSOA.DESC   O,0x154a74
ISQSOA,IS.QSOA.PRICE  u,0x154944
ISQSOA,IS.QSOA.QTY    m,0x1549dc
ISQSOA,IS.QSOA.SHPTO  2,0x154cac
ISQSOA,IS.QSOA.UID,0x154ddc
ISREMIND,IS.REM.COUNTER,0x155144
ISREMIND,IS.REM.DATE,0x156ddc
ISREMIND,IS.REM.NOTE,0x155014
ISREMIND,IS.REM.SENT,0x154e74
ISREMIND,IS.REM.SUBJECT,0x156c14
ISREMIND,IS.REM.TIME,0x156d44
ISREMIND,IS.REM.TRANS,0x1550ac
ISREMIND,IS.REM.TYPE,0x1551dc
ISREMIND,IS.REM.WHO,0x156cac
ISREPDEF,ISREP.DEF.LABEL,0x157014
ISREPDEF,ISREP.DEF.TITLE,0x156f0c
ISREPLNK,ISREP.LNK.CLASS,0x1579dc
ISREPLNK,ISREP.LNK.CUST,0x157b0c
ISREPLNK,ISREP.LNK.ITEM,0x157a74
ISREPLNK,ISREP.LNK.REPNM,0x157c14
ISREPORD,ISREP.ORD.AMTRM7,0x158544
ISREPORD,ISREP.ORD.COMPR,0x15870c
ISREPORD,ISREP.ORD.CUST O,0x157f0c
ISREPORD,ISREP.ORD.INVDT,0x1588ac
ISREPORD,ISREP.ORD.INVNM,0x158944
ISREPORD,ISREP.ORD.PAYDTY,0x157e74
ISREPORD,ISREP.ORD.REPNM,0x158b0c
ISREPORD,ISREP.ORD.REPWH,0x158a74
ISREPORD,ISREP.ORD.SONUM,0x1589dc
ISREPORD,ISREP.ORD.ULID,0x158814
ISRMAC,IS.RMA.CODE,0x159544
ISRMAC,IS.RMA.DESC,0x1594ac
ISRMAC,IS.RMA.EXTRA   Z,0x159414
ISRMAI,IS.RMA.DATE,0x15b674
ISRMAI,IS.RMA.DISP    g,0x15b30c
ISRMAI,IS.RMA.LINEID,0x15b70c
ISRMAI,IS.RMA.NUM,0x15c0ac
ISRMAI,IS.RMA.OQTY,0x15970c
ISRMAI,IS.RMA.PART,0x15c014
ISRMAI,IS.RMA.REASON  I,0x15b414
ISRMAI,IS.RMA.RQTY,0x159674
ISRMAI,IS.RMA.STOCK,0x15a0ac
ISROUTEX,IS.ROUT.ALPHA  i,0x15c414
ISROUTEX,IS.ROUT.CODE,0x15cddc
ISROUTEX,IS.ROUT.CYCDATE2,0x15c5dc
ISROUTEX,IS.ROUT.CYCEMP f,0x15c8ac
ISROUTEX,IS.ROUT.CYCMACHF,0x15c544
ISROUTEX,IS.ROUT.CYCPARTC,0x15c9dc
ISROUTEX,IS.ROUT.CYCSEC 9,0x15ca74
ISROUTEX,IS.ROUT.CYCTIME,0x15ccac
ISROUTEX,IS.ROUT.EMPNAMEp,0x15c814
ISROUTEX,IS.ROUT.FLAGS  Z,0x15c4ac
ISROUTEX,IS.ROUT.OPER,0x15cd44
ISROUTEX,IS.ROUT.WOPRE,0x15c70c
ISRTLOAD,IS.LOAD.BALQTY H,0x15e414
ISRTLOAD,IS.LOAD.DESC,0x15e674
ISRTLOAD,IS.LOAD.ITEM,0x15e70c
ISRTLOAD,IS.LOAD.LOADQTYP,0x15e30c
ISRTLOAD,IS.LOAD.LOC    w,0x15e0ac
ISRTLOAD,IS.LOAD.SCANQTYX,0x15e274
ISRTLOAD,IS.LOAD.SCCOGS 8,0x15e544
ISRTLOAD,IS.LOAD.SOLINE 5,0x15e5dc
ISRTLOAD,IS.LOAD.SONUM,0x15f014
ISRTLOAD,IS.LOAD.TRUCK  h,0x15e144
ISRTMS,IS.RTM.CONTLBL z,0x160944
ISRTMS,IS.RTM.CUST,0x1618ac
ISRTMS,IS.RTM.DOCKCD  4,0x15f8ac
ISRTMS,IS.RTM.FLAG    a,0x160b0c
ISRTMS,IS.RTM.ITEM,0x160f0c
ISRTMS,IS.RTM.MATCD   R,0x15f814
ISRTMS,IS.RTM.PACKCD  p,0x15f30c
ISRTMS,IS.RTM.PARTLBL b,0x160a74
ISRTMS,IS.RTM.PLANTCD,0x15f944
ISRTMS,IS.RTM.SHIPLBL n,0x1609dc
ISRTMS,IS.RTM.VEND,0x161814
ISSCHED,IS.SCHED.CO    2,0x161b0c
ISSCHED,IS.SCHED.DATE  6,0x161cac
ISSCHED,IS.SCHED.DESC  2,0x1619dc
ISSCHED,IS.SCHED.EXTRA F,0x161f0c
ISSCHED,IS.SCHED.LOG   F,0x161e74
ISSCHED,IS.SCHED.NAME,0x161944
ISSCHED,IS.SCHED.PARAM0A,0x1634ac
ISSCHED,IS.SCHED.PARAM1A,0x162274
ISSCHED,IS.SCHED.PARAM2A,0x16230c
ISSCHED,IS.SCHED.PARAM3A,0x162c14
ISSCHED,IS.SCHED.PARAM4A,0x162cac
ISSCHED,IS.SCHED.PARAM5A,0x162d44
ISSCHED,IS.SCHED.PARAM6A,0x162ddc
ISSCHED,IS.SCHED.PARAM7A,0x162e74
ISSCHED,IS.SCHED.PARAM8A,0x162f0c
ISSCHED,IS.SCHED.PARAM9A,0x163414
ISSCHED,IS.SCHED.PROG  2,0x161a74
ISSCHED,IS.SCHED.TYPE  5,0x161c14
ISSCOMP,IS.SCOMP.COMPND,0x16370c
ISSCOMP,IS.SCOMP.DETAIL,0x163814
ISSCOMP,IS.SCOMP.VIS   2,0x163674
ISSCOMP,IS.SCOMP.WHO   3,0x1635dc
ISSDET,IS.SDET.DETAIL,0x1639dc
ISSDET,IS.SDET.SUB    P,0x1638ac
ISSDET,IS.SDET.TYPE,0x163a74
ISSEPROC,IS.SEPROC.PROC,0x164014
ISSEPROC,IS.SEPROC.WHO,0x163b0c
ISSEQUIP,IS.SEQUIP.DESC,0x1640ac
ISSEQUIP,IS.SEQUIP.NAME,0x164144
ISSERCNT,IS.SERC.CLASS,0x164674
ISSERCNT,IS.SERC.ITEM,0x16470c
ISSERCNT,IS.SERC.LENG,0x164544
ISSERCNT,IS.SERC.NUMBER,0x164414
ISSERCNT,IS.SERC.SPOS,0x1645dc
ISSERCNT,IS.SERC.TOTAL,0x1644ac
ISSERIAL,IS.SER.ADATE   P,0x16530c
ISSERIAL,IS.SER.CDESC   c,0x1651dc
ISSERIAL,IS.SER.COMP    T,0x165274
ISSERIAL,IS.SER.PARENT,0x165544
ISSERIAL,IS.SER.PDESC,0x1654ac
ISSERIAL,IS.SER.PSERIAL 7,0x165414
ISSERIAL,IS.SER.WOPRE,0x165674
ISSERIAL,IS.SER.WOSUF,0x1655dc
ISSERR,IS.SERR.COUNT  F,0x166144
ISSERR,IS.SERR.DATE,0x16630c
ISSERR,IS.SERR.ERROR,0x166274
ISSERR,IS.SERR.EXTRA  z,0x166014
ISSERR,IS.SERR.OPER,0x1668ac
ISSERR,IS.SERR.PROCESS-,0x1661dc
ISSERR,IS.SERR.REF    H,0x1660ac
ISSERR,IS.SERR.TIME,0x166814
ISSERR,IS.SERR.WOPRE,0x1669dc
ISSERR,IS.SERR.WOSUF,0x166944
ISSETYPE,IS.SETYPE.ERR,0x166b0c
ISSETYPE,IS.SETYPE.WHO,0x166a74
ISSHIPA,IS.SHPA.CODE,0x167674
ISSHIPA,IS.SHPA.EXTRA  d,0x167014
ISSHIPA,IS.SHPA.TOKEN  F,0x1670ac
ISSHIPA,IS.SHPA.USER,0x1675dc
ISSHIPCO,IS.SHIP.NOTES  n,0x1681dc
ISSHIPCO,IS.SHIP.SHPCOD,0x16770c
ISSHIPCO,IS.SHIP.SHPNME,0x168014
ISSHIPCO,IS.SHIP.VNDCOD d,0x168144
ISSHPVIA,IS.SHPVIA.ACCT,0x168e74
ISSHPVIA,IS.SHPVIA.CODE,0x1690ac
ISSHPVIA,IS.SHPVIA.CUST,0x169144
ISSHPVIA,IS.SHPVIA.NOTESN,0x168d44
ISSHPVIA,IS.SHPVIA.OBS,0x168f0c
ISSHPVIA,IS.SHPVIA.PHONE5,0x168ddc
ISSHPVIA,IS.SHPVIA.PRTY,0x169014
ISSIGN,IS.SIGN.EDATE  g,0x16a144
ISSIGN,IS.SIGN.ETIME  k,0x16a0ac
ISSIGN,IS.SIGN.EWHO   X,0x16a1dc
ISSIGN,IS.SIGN.NAME   o,0x16a014
ISSIGN,IS.SIGN.NUM,0x16a814
ISSIGN,IS.SIGN.POS    0,0x16a274
ISSIGN,IS.SIGN.WHO,0x16a30c
ISSMTCFG,IS.SMT.CAP     r,0x16b544
ISSMTCFG,IS.SMT.CNTR    p,0x16b4ac
ISSMTCFG,IS.SMT.COMP,0x16ad44
ISSMTCFG,IS.SMT.DATE,0x16ab0c
ISSMTCFG,IS.SMT.EMP,0x16acac
ISSMTCFG,IS.SMT.MACHINE,0x16aa74
ISSMTCFG,IS.SMT.OPER,0x16a9dc
ISSMTCFG,IS.SMT.RQTY    t,0x16b5dc
ISSMTCFG,IS.SMT.TIME,0x16ac14
ISSMTCFG,IS.SMT.WOPRE,0x16a8ac
ISSMTCFG,IS.SMT.WOSUF,0x16a944
ISSOBOX,ISSO.BOX.BOX,0x45f0c
ISSOBOX,ISSO.BOX.CODE,0x45e74
ISSOBOX,ISSO.BOX.DATE,0x16bf0c
ISSOBOX,ISSO.BOX.HT    8,0x16bcac
ISSOBOX,ISSO.BOX.LINE,0x46414
ISSOBOX,ISSO.BOX.NUM   x,0x16b9dc
ISSOBOX,ISSO.BOX.SERIAL8,0x45cac
ISSOBOX,ISSO.BOX.SKID,0x45414
ISSOBOX,ISSO.BOX.SONUM,0x464ac
ISSOBOX,ISSO.BOX.TEMP  Q,0x45c14
ISSOBOX,ISSO.BOX.TRACK P,0x16ba74
ISSOBOX,ISSO.BOX.UCC,0x16bd44
ISSOBOX,ISSO.BOX.UCCSKD3,0x16b674
ISSOBOX,ISSO.BOX.WD    H,0x16bb0c
ISSOBOX,ISSO.BOX.WEIGHT,0x454ac
ISSOBOX,ISSO.BOX.WOPRE,0x16be74
ISSOBOX,ISSO.BOX.WOSUF,0x16bddc
ISSOREVU,IS.SOVU.ADATE  F,0x46944
ISSOREVU,IS.SOVU.APPROVEN,0x46814
ISSOREVU,IS.SOVU.DEPT,0x46c14
ISSOREVU,IS.SOVU.EDATE  J,0x468ac
ISSOREVU,IS.SOVU.ENTBY  P,0x46674
ISSOREVU,IS.SOVU.ENTMOT i,0x465dc
ISSOREVU,IS.SOVU.EXTRA  s,0x46544
ISSOREVU,IS.SOVU.REQUIREO,0x4670c
ISSOREVU,IS.SOVU.SONUM,0x46cac
ISSPC,IS.SPC.CUST    n,0x46ddc
ISSPC,IS.SPC.DATE,0x47e74
ISSPC,IS.SPC.EMPNUM,0x47f0c
ISSPC,IS.SPC.EXTRA   O,0x47944
ISSPC,IS.SPC.GOOD,0x47d44
ISSPC,IS.SPC.NOTES   C,0x479dc
ISSPC,IS.SPC.OPER,0x48814
ISSPC,IS.SPC.PART    x,0x46d44
ISSPC,IS.SPC.REWORK,0x47cac
ISSPC,IS.SPC.SIDE,0x47c14
ISSPC,IS.SPC.TIME,0x47ddc
ISSPC,IS.SPC.TYPE,0x47b0c
ISSPC,IS.SPC.WOPRE,0x48944
ISSPC,IS.SPC.WOSUF,0x488ac
ISSRINFO,ISSR.INFO.AL16,0x48cac
ISSRINFO,ISSR.INFO.AL18 H,0x48b0c
ISSRINFO,ISSR.INFO.AL19 a,0x48a74
ISSRINFO,ISSR.INFO.AL20 z,0x489dc
ISSRINFO,ISSR.INFO.AL5,0x49814
ISSRINFO,ISSR.INFO.AL6,0x4930c
ISSRINFO,ISSR.INFO.AL7  5,0x49274
ISSRINFO,ISSR.INFO.AL8  N,0x491dc
ISSRINFO,ISSR.INFO.AL9  g,0x49144
ISSRINFO,ISSR.INFO.ALPHA3,0x4a70c
ISSRINFO,ISSR.INFO.CODE,0x4acac
ISSRINFO,ISSR.INFO.DATE,0x4ac14
ISSRINFO,ISSR.INFO.SRNUM,0x4addc
ISSRINFO,ISSR.INFO.UID,0x4ad44
ISSRMMS,ISSR.MMS.INVNUM,0x4b8ac
ISSRMMS,ISSR.MMS.LINEID,0x4b944
ISSRMMS,ISSR.MMS.PART,0x4b674
ISSRMMS,ISSR.MMS.SRVNUM,0x4b9dc
ISSRMMS,ISSR.MMS.WOPRE,0x4b814
ISSRMMS,ISSR.MMS.WOSUF,0x4b70c
ISSTRACK,IS.STRACK.CLOT,0x4ca74
ISSTRACK,IS.STRACK.COMP A,0x4bf0c
ISSTRACK,IS.STRACK.CSER P,0x4c814
ISSTRACK,IS.STRACK.DATE,0x4bd44
ISSTRACK,IS.STRACK.EXTRAL,0x4c944
ISSTRACK,IS.STRACK.OPER,0x4bc14
ISSTRACK,IS.STRACK.PROC,0x4bddc
ISSTRACK,IS.STRACK.PSER -,0x4be74
ISSTRACK,IS.STRACK.TIME,0x4bcac
ISSTRACK,IS.STRACK.WOPRE,0x4ba74
ISSTRACK,IS.STRACK.WOSUF,0x4bb0c
ISSTYPE,IS.STYPE.ASSET d,0x4cb0c
ISSTYPE,IS.STYPE.TYPE,0x4ccac
ISTAXFIL,ISIS.TXF.CODE,0x4e1dc
ISTAXFIL,ISIS.TXF.DESC,0x4e144
ISTAXFIL,ISIS.TXF.GLAPO A,0x4d70c
ISTAXFIL,ISIS.TXF.GLDPO K,0x4d674
ISTAXFIL,ISIS.TXF.GLDSO,0x4d144
ISTAXFIL,ISIS.TXF.IDNUM 2,0x4e014
ISTAXFIL,ISIS.TXF.ISCUR,0x4ce74
ISTAXFIL,ISIS.TXF.POLRNGO,0x4d5dc
