logical_table,physical_file,location
BKPRSTFL,BKPRSTFL,DEFAULT
BKPRSTFL,BKPRSTFL,TESTDATA
BKPRTC,BKPRTC,DEFAULT
BKPRTC,BKPRTC,TESTDATA
BKPRTCFG,BKPRTCFG,DEFAULT
BKPRTCFG,BKPRTCFG,TESTDATA
BKPSUSER,BKPSUSER,DEFAULT
BKPSUSER,BKPSUSER,TESTDATA
BKQCMSTR,BKQCMSTR,DEFAULT
BKQCMSTR,ISQCAMST,DEFAULT
BKQCMSTR,BKQCMSTR,TESTDATA
BKQCMSTR,ISQCAMST,TESTDATA
BKQCTRAN,BKQCTRAN,DEFAULT
BKQCTRAN,ISQCATRN,DEFAULT
BKQCTRAN,BKQCTRAN,TESTDATA
BKQCTRAN,ISQCATRN,TESTDATA
BKRFQ,BKAPQUOT,DEFAULT
BKRFQ,BKRFQ,DEFAULT
BKRFQ,ISAPHQT,DEFAULT
BKRFQ,ISAPQTQT,DEFAULT
BKRFQ,ISARFQ,DEFAULT
BKRFQ,BKAPQUOT,TESTDATA
BKRFQ,BKRFQ,TESTDATA
BKRFQ,ISAPHQT,TESTDATA
BKRFQ,ISAPQTQT,TESTDATA
BKRFQ,ISARFQ,TESTDATA
BKRTCST,BKRTCST,DEFAULT
BKRTCST,BKRTCST,TESTDATA
BKRTSPEC,BKRTSPEC,DEFAULT
BKRTSPEC,BKRTSPEC,TESTDATA
BKRTTEMP,BKRTTEMP,DEFAULT
BKRTTEMP,BKRTTEMP,TESTDATA
BKSAREPT,BKSAREPT,DEFAULT
BKSAREPT,BKSAREPT,TESTDATA
BKSBMFG,BKSBMFG,DEFAULT
BKSBMFG,BKSBMFG,TESTDATA
BKSBPART,BKSBPART,DEFAULT
BKSBPART,BKSBPART,TESTDATA
BKSBVEND,BKSBVEND,DEFAULT
BKSBVEND,BKSBVEND,TESTDATA
BKSHORT,BKSHORT,DEFAULT
BKSHORT,BKSHORT,TESTDATA
BKSLEVEL,BKSLEVEL,DEFAULT
BKSLEVEL,BKSLEVEL,TESTDATA
BKSLMSTR,BKSLMSTR,DEFAULT
BKSLMSTR,BKSLMSTR,TESTDATA
BKSOLOCK,BKSOLOCK,DEFAULT
BKSOLOCK,BKSOLOCK,TESTDATA
BKSOX,BKSOX,DEFAULT
BKSOX,BKSOXH,DEFAULT
BKSOX,BKSOX,TESTDATA
BKSOX,BKSOXH,TESTDATA
BKSYAP,BKSYAP,DEFAULT
BKSYAP,BKSYAP,TESTDATA
BKSYAR,BKSYAR,DEFAULT
BKSYAR,BKSYAR,TESTDATA
BKSYCFG,BKSYCFG,DEFAULT
BKSYCFG,BKSYCFG,TESTDATA
BKSYHELP,BKSYHELP,DEFAULT
BKSYHELP,BKSYHELP,TESTDATA
BKSYLOG,BKSYLOG,DEFAULT
BKSYLOG,BKSYLOG,TESTDATA
BKSYMSTR,BKSYMSTR,DEFAULT
BKSYMSTR,BKSYMSTR,TESTDATA
BKSYPRTR,BKSYPRTR,DEFAULT
BKSYPRTR,BKSYPRTR,TESTDATA
BKSYUSER,BKSYUSER,DEFAULT
BKSYUSER,BKSYUSER,TESTDATA
BKUMSRTY,BKUMSRTY,DEFAULT
BKUMSRTY,BKUMSRTY,TESTDATA
BKUPDATE,BKUPDATE,DEFAULT
BKUPDATE,BKUPDATE,TESTDATA
BKYSMSTR,BKYSMSTR,DEFAULT
BKYSMSTR,BKYSMSTR,TESTDATA
BOMCHG,BOMCHG,DEFAULT
BOMCHG,BOMCHG,TESTDATA
BTRVFILE,BTRVFILE,DEFAULT
BTRVFILE,BTRVFILE,TESTDATA
BUCKETS,BUCKETS,DEFAULT
BUCKETS,BUCKETS,TESTDATA
CALENDAR,CALENDAR,DEFAULT
CALENDAR,CALENDAR,TESTDATA
CALTEMP,CALTEMP,DEFAULT
CALTEMP,CALTEMP,TESTDATA
CCEDIXRF,CCEDIXRF,DEFAULT
CCEDIXRF,CCEDIXRF,TESTDATA
CLASMSTR,CLASMSTR,DEFAULT
CLASMSTR,CUSTCLAS,DEFAULT
CLASMSTR,CLASMSTR,TESTDATA
CLASMSTR,CUSTCLAS,TESTDATA
CLASS,CLASS,DEFAULT
CLASS,CLASS,TESTDATA
CMPDFLT,CMPDFLT,DEFAULT
CMPDFLT,CMPDFLT,TESTDATA
DBACNAME,DBACNAME,DEFAULT
DBACNAME,DBACNAME,TESTDATA
DBAFIFO,DBAFIFO,DEFAULT
DBAFIFO,DBAFIFO,TESTDATA
DBAHELP,DBAHELP,DEFAULT
DBAHELP,USERHELP,DEFAULT
DBAHELP,DBAHELP,TESTDATA
DBAHELP,USERHELP,TESTDATA
DBAHLPID,DBAHLPID,DEFAULT
DBAHLPID,EVOHLPID,DEFAULT
DBAHLPID,DBAHLPID,TESTDATA
DBALOC,DBALOC,DEFAULT
DBALOC,DBALOC,TESTDATA
DBAMAIMN,DBAMAIMN,DEFAULT
DBAMAIMN,DBAMAIMN,TESTDATA
DBAMODUL,DBAMODUL,DEFAULT
DBAMODUL,DBAMODUL,TESTDATA
DBAUSRMN,DBAUSRMN,DEFAULT
DBAUSRMN,DBAUSRMN,TESTDATA
DCBUFFER,DCBUFFER,DEFAULT
DCBUFFER,DCBUFFER,TESTDATA
DEFAULTS,DEFAULTS,DEFAULT
DEFAULTS,DEFAULTS,TESTDATA
DPTMENT,DPTMENT,DEFAULT
DPTMENT,DPTMENT,TESTDATA
EIMCOLST,EIMCOLST,DEFAULT
EIMCOLST,EIMCOLST,TESTDATA
ERRMSG,ERRMSG,DEFAULT
ERRMSG,ERRMSG,TESTDATA
ESTCHGS,ESTCHGS,DEFAULT
ESTCHGS,ESTCHGS,TESTDATA
ESTMAT,ESTMAT,DEFAULT
ESTMAT,ESTMAT,TESTDATA
ESTROUT,ESTROUT,DEFAULT
ESTROUT,ESTROUT,TESTDATA
ESTSUM,ESTSUM,DEFAULT
ESTSUM,ISESTASM,DEFAULT
ESTSUM,ESTSUM,TESTDATA
ESTSUM,ISESTASM,TESTDATA
FIELDS,FIELDS,DEFAULT
FIELDS,FIELDS,TESTDATA
FILEDICT,CHECK,DEFAULT
FILEDICT,FDHLDR,DEFAULT
FILEDICT,CHECK,TESTDATA
HELPURL,HELPURL,DEFAULT
HELPURL,HELPURL,TESTDATA
INVTXN,INVATXN,DEFAULT
INVTXN,INVETXN,DEFAULT
INVTXN,INVTXN,DEFAULT
INVTXN,INVATXN,TESTDATA
INVTXN,INVETXN,TESTDATA
INVTXN,INVTXN,TESTDATA
ISACTION,ISACTION,DEFAULT
ISACTION,ISACTION,TESTDATA
ISAPCHG,ISAPCHG,DEFAULT
ISAPCHG,ISAPHCHG,DEFAULT
ISAPCHG,ISAPCHG,TESTDATA
ISAPCHG,ISAPHCHG,TESTDATA
ISAPEX,ISAPEX,DEFAULT
ISAPEX,ISAPEX,TESTDATA
ISAPPROJ,ISAPPROJ,DEFAULT
ISAPPROJ,ISAPPROJ,TESTDATA
ISAPQPO,ISAPQPO,DEFAULT
ISAPQPO,ISAPQPO,TESTDATA
ISARCHG,ISARACHG,DEFAULT
ISARCHG,ISARCHG,DEFAULT
ISARCHG,ISARECHG,DEFAULT
ISARCHG,ISARHCHG,DEFAULT
ISARCHG,ISARICHG,DEFAULT
ISARCHG,ISARMCHG,DEFAULT
ISARCHG,ISARQCHG,DEFAULT
ISARCHG,ISARRCHG,DEFAULT
ISARCHG,ISARSCGH,DEFAULT
ISARCHG,ISARACHG,TESTDATA
ISARCHG,ISARCHG,TESTDATA
ISARCHG,ISARECHG,TESTDATA
ISARCHG,ISARHCHG,TESTDATA
ISARCHG,ISARICHG,TESTDATA
ISARCHG,ISARMCHG,TESTDATA
ISARCHG,ISARQCHG,TESTDATA
ISARCHG,ISARRCHG,TESTDATA
ISARCHG,ISARSCGH,TESTDATA
ISAREX,ISAREX,DEFAULT
ISAREX,ISAREX,TESTDATA
ISARINVX,ISARINVX,DEFAULT
ISARINVX,ISARINVX,TESTDATA
ISARJDLP,ISARHJDL,DEFAULT
ISARJDLP,ISARJDLP,DEFAULT
ISARJDLP,ISARHJDL,TESTDATA
ISARJDLP,ISARJDLP,TESTDATA
ISARTXNB,ISARTXNB,DEFAULT
ISARTXNB,ISARTXNB,TESTDATA
ISAUTODC,ISAUTODC,DEFAULT
ISAUTODC,ISAUTODC,TESTDATA
ISBANKS,ISBANKS,DEFAULT
ISBANKS,ISBANKS,TESTDATA
ISBILLSH,ISBILLSH,DEFAULT
ISBILLSH,ISBILLSH,TESTDATA
ISBINLOC,ISBINLOC,DEFAULT
ISBINLOC,ISBINLOC,TESTDATA
ISBINLOT,ISBINLOT,DEFAULT
ISBINLOT,ISBINLOT,TESTDATA
ISBNMSTR,ISBNMSTR,DEFAULT
ISBNMSTR,ISBNMSTR,TESTDATA
ISBROKER,ISBROKER,DEFAULT
ISBROKER,ISBROKER,TESTDATA
ISBSF,ISBSF,DEFAULT
ISBSF,ISJBSF,DEFAULT
ISBSF,ISBSF,TESTDATA
ISBSF,ISJBSF,TESTDATA
ISBUILD,ISBUILD,DEFAULT
ISBUILD,ISBUILD,TESTDATA
ISCACT,ISCACT,DEFAULT
ISCACT,ISCACT,TESTDATA
ISCARDTE,ISCARDTE,DEFAULT
ISCARDTE,ISCARDTE,TESTDATA
ISCARFUP,ISACARFU,DEFAULT
ISCARFUP,ISCARFUP,DEFAULT
ISCARFUP,ISACARFU,TESTDATA
ISCARFUP,ISCARFUP,TESTDATA
ISCATMST,ISCATMST,DEFAULT
ISCATMST,ISQTCODE,DEFAULT
ISCATMST,ISCATMST,TESTDATA
ISCATMST,ISQTCODE,TESTDATA
ISCC,ISCC,DEFAULT
ISCC,ISCC,TESTDATA
ISCCBTXN,ISCCBTXN,DEFAULT
ISCCBTXN,ISCCBTXN,TESTDATA
ISCCICM,ISCCICM,DEFAULT
ISCCICM,ISCCICM,TESTDATA
ISCCMTF,ISCCMTF,DEFAULT
ISCCMTF,ISCMGRP,DEFAULT
ISCCMTF,ISCCMTF,TESTDATA
ISCCMTF,ISCMGRP,TESTDATA
ISCHAINM,ISCHAIN,DEFAULT
ISCHAINM,ISCHAINM,DEFAULT
ISCHAINM,ISCHAIN,TESTDATA
ISCHAINM,ISCHAINM,TESTDATA
ISCONVRT,ISCONVRT,DEFAULT
ISCONVRT,ISCONVRT,TESTDATA
ISCRISLS,ISCRISLS,DEFAULT
ISCRISLS,ISCRISLS,TESTDATA
ISCTEAM,ISCTEAM,DEFAULT
ISCTEAM,ISCTEAM,TESTDATA
ISCTREVU,ISCTREVU,DEFAULT
ISCTREVU,ISCTREVU,TESTDATA
ISCYCLCD,ISCYCLCD,DEFAULT
ISCYCLCD,ISCYCLCD,TESTDATA
ISDCSER,ISDCSER,DEFAULT
ISDCSER,ISDCSER,TESTDATA
ISDEFECT,ISDEFECT,DEFAULT
ISDEFECT,ISDEFECT,TESTDATA
ISDEPT,ISDEPT,DEFAULT
ISDEPT,ISDEPT,TESTDATA
ISDIGSIG,ISDIGSIG,DEFAULT
ISDIGSIG,ISDIGSIG,TESTDATA
ISDIV,ISDIV,DEFAULT
ISDIV,ISDIV,TESTDATA
ISDRILL,ISDRILL,DEFAULT
ISDRILL,ISDRILL,TESTDATA
ISDRILLM,ISDRILLM,DEFAULT
ISDRILLM,ISDRILLM,TESTDATA
ISDROP,ISDROP,DEFAULT
ISDROP,ISDROP,TESTDATA
ISDUTY,ISDUTY,DEFAULT
ISDUTY,ISDUTY,TESTDATA
ISEAB,ISEAB,DEFAULT
ISEAB,ISEAB,TESTDATA
ISECO,ISECO,DEFAULT
ISECO,ISECO,TESTDATA
ISESTDTL,ISESADTL,DEFAULT
ISESTDTL,ISESTDTL,DEFAULT
ISESTDTL,ISESADTL,TESTDATA
ISESTDTL,ISESTDTL,TESTDATA
ISFIELDS,ISFIELDS,DEFAULT
ISFIELDS,ISFIELDS,TESTDATA
ISFOBMRM,ISFOBMRM,DEFAULT
ISFOBMRM,ISFOBMRM,TESTDATA
ISFOHEAD,ISFOHEAD,DEFAULT
ISFOHEAD,ISFOHEAD,TESTDATA
ISFOHIST,ISFOHIST,DEFAULT
ISFOHIST,ISFOHIST,TESTDATA
ISFOLINE,ISFOLINE,DEFAULT
ISFOLINE,ISFOLINE,TESTDATA
ISFOORDL,ISFOORDL,DEFAULT
ISFOORDL,ISFOORDL,TESTDATA
ISFSCLAS,ISFSCLAS,DEFAULT
ISFSCLAS,ISFSEMP,DEFAULT
ISFSCLAS,ISFSCLAS,TESTDATA
ISFSCLAS,ISFSEMP,TESTDATA
ISFSINFO,ISFSINFO,DEFAULT
ISFSINFO,ISFSINFO,TESTDATA
ISFUTYPE,ISFUTYPE,DEFAULT
ISFUTYPE,ISFUTYPE,TESTDATA
ISFXASST,ISFXASST,DEFAULT
ISFXASST,ISFXASST,TESTDATA
ISFXATRN,ISFXATRN,DEFAULT
ISFXATRN,ISFXATRN,TESTDATA
ISGLCOA,ISGLBDGT,DEFAULT
ISGLCOA,ISGLCOA,DEFAULT
ISGLCOA,ISGLFCOA,DEFAULT
ISGLCOA,ISGLBDGT,TESTDATA
ISGLCOA,ISGLCOA,TESTDATA
ISGLCOA,ISGLFCOA,TESTDATA
ISGLDATE,ISGLDATE,DEFAULT
ISGLDATE,ISGLHDAT,DEFAULT
ISGLDATE,ISGLDATE,TESTDATA
ISGLDATE,ISGLHDAT,TESTDATA
ISGLNBGT,ISGLNBGT,DEFAULT
ISGLNBGT,ISGLNBGT,TESTDATA
ISICMSTR,ISICAMTR,DEFAULT
ISICMSTR,ISICMSTR,DEFAULT
ISICMSTR,ISICAMTR,TESTDATA
ISICMSTR,ISICMSTR,TESTDATA
ISIS,ISIS,DEFAULT
ISIS,ISIS,TESTDATA
ISITP,ISITP,DEFAULT
ISITP,ISITP,TESTDATA
ISJAVA,ISJAVA,DEFAULT
ISJAVA,ISJAVA,TESTDATA
ISJOB,ISJOB,DEFAULT
ISJOB,ISJOB,TESTDATA
ISLANDF,ISLANDF,DEFAULT
ISLANDF,ISLANDF,TESTDATA
ISLBLMAP,ISLBLMAP,DEFAULT
ISLBLMAP,ISLBLMAP,TESTDATA
ISLINKS,ISALINKS,DEFAULT
ISLINKS,ISLINKS,DEFAULT
ISLINKS,ISALINKS,TESTDATA
ISLINKS,ISLINKS,TESTDATA
ISLOCCST,ISLOCCST,DEFAULT
ISLOCCST,ISLOCCST,TESTDATA
ISLOG,ISLOG,DEFAULT
ISLOG,ISLOG,TESTDATA
ISLSMAP,ISLSMAP,DEFAULT
ISLSMAP,ISLSMAP,TESTDATA
ISLTYPE,ISLTYPE,DEFAULT
ISLTYPE,ISLTYPE,TESTDATA
ISMACS,ISMACS,DEFAULT
ISMACS,ISMACS,TESTDATA
ISMCF,ISMCF,DEFAULT
ISMCF,ISMCF,TESTDATA
ISMCR,ISMCR,DEFAULT
ISMCR,ISMCR,TESTDATA
ISNCR,ISACAR,DEFAULT
ISNCR,ISANCR,DEFAULT
ISNCR,ISCAR,DEFAULT
ISNCR,ISNCR,DEFAULT
ISNCR,ISACAR,TESTDATA
ISNCR,ISANCR,TESTDATA
ISNCR,ISCAR,TESTDATA
ISNCR,ISNCR,TESTDATA
ISNCRLNS,ISNCRLNS,DEFAULT
ISNCRLNS,ISNCRLNS,TESTDATA
ISNOTES,ISANOTES,DEFAULT
ISNOTES,ISNOTES,DEFAULT
ISNOTES,ISSNOTES,DEFAULT
ISNOTES,ISANOTES,TESTDATA
ISNOTES,ISNOTES,TESTDATA
ISNOTES,ISSNOTES,TESTDATA
ISNTYPE,ISNTYPE,DEFAULT
ISNTYPE,ISNTYPE,TESTDATA
ISNUMBER,ISNUMBER,DEFAULT
ISNUMBER,ISNUMBER,TESTDATA
ISORDDSC,ISORDDSC,DEFAULT
ISORDDSC,ISPODESC,DEFAULT
ISORDDSC,ISORDDSC,TESTDATA
ISORDDSC,ISPODESC,TESTDATA
ISORDECO,ISORDECO,DEFAULT
ISORDECO,ISORDECO,TESTDATA
ISPOLOG,ISPOLOG,DEFAULT
ISPOLOG,ISPOLOG,TESTDATA
ISPOTRK,ISPOHTRK,DEFAULT
ISPOTRK,ISPOTRK,DEFAULT
ISPOTRK,ISPOHTRK,TESTDATA
ISPOTRK,ISPOTRK,TESTDATA
ISPRCONS,ISPRACON,DEFAULT
ISPRCONS,ISPRCONS,DEFAULT
ISPRCONS,ISPRACON,TESTDATA
ISPRCONS,ISPRCONS,TESTDATA
ISPREQ,ISPREQ,DEFAULT
ISPREQ,ISPREQ,TESTDATA
ISPRESN,ISPRESN,DEFAULT
ISPRESN,ISPRESN,TESTDATA
ISPRINFO,ISPRINFO,DEFAULT
ISPRINFO,ISPRINFO,TESTDATA
ISPRTEMP,ISPRTEMP,DEFAULT
ISPRTEMP,ISPRTEMP,TESTDATA
ISPRUDD,ISPRUDD,DEFAULT
ISPRUDD,ISPRUDD,TESTDATA
ISPRUDF,ISPRUDF,DEFAULT
ISPRUDF,ISPRUDF,TESTDATA
ISPRUDIV,ISPRUDIV,DEFAULT
ISPRUDIV,ISPRUDIV,TESTDATA
ISQCMTHD,ISQCMTHD,DEFAULT
ISQCMTHD,ISQCMTHD,TESTDATA
ISQCSPEC,ISQCRSLT,DEFAULT
ISQCSPEC,ISQCSPEC,DEFAULT
ISQCSPEC,ISQCRSLT,TESTDATA
ISQCSPEC,ISQCSPEC,TESTDATA
ISQRYSQL,ISQRYSQL,DEFAULT
ISQRYSQL,ISQRYSQL,TESTDATA
ISQSOA,ISQSOA,DEFAULT
ISQSOA,ISQSOA,TESTDATA
ISREMIND,ISAREMND,DEFAULT
ISREMIND,ISREMIND,DEFAULT
ISREMIND,ISAREMND,TESTDATA
ISREMIND,ISREMIND,TESTDATA
ISREPDEF,ISREPDEF,DEFAULT
ISREPDEF,ISREPDEF,TESTDATA
ISREPLNK,ISREPLNK,DEFAULT
ISREPLNK,ISREPLNK,TESTDATA
ISREPORD,ISREPORD,DEFAULT
ISREPORD,ISREPORD,TESTDATA
ISRMAC,ISRMAC,DEFAULT
ISRMAC,ISRMAC,TESTDATA
ISRMAI,ISRMAAI,DEFAULT
ISRMAI,ISRMAI,DEFAULT
ISRMAI,ISRMAAI,TESTDATA
ISRMAI,ISRMAI,TESTDATA
ISROUTEX,ISROUTEX,DEFAULT
ISROUTEX,ISROUTEX,TESTDATA
ISRTLOAD,ISRTLOAD,DEFAULT
ISRTLOAD,ISRTLOAD,TESTDATA
ISRTMS,ISRTMS,DEFAULT
ISRTMS,ISRTMS,TESTDATA
ISSCHED,ISESCHED,DEFAULT
ISSCHED,ISSCHED,DEFAULT
ISSCHED,ISESCHED,TESTDATA
ISSCHED,ISSCHED,TESTDATA
ISSCOMP,ISSCOMP,DEFAULT
ISSCOMP,ISSCOMP,TESTDATA
ISSDET,ISSDET,DEFAULT
ISSDET,ISSDET,TESTDATA
ISSEPROC,ISSEPROC,DEFAULT
ISSEPROC,ISSEPROC,TESTDATA
ISSEQUIP,ISSEQUIP,DEFAULT
ISSEQUIP,ISSEQUIP,TESTDATA
ISSERCNT,ISITMCFG,DEFAULT
ISSERCNT,ISSERCNT,DEFAULT
ISSERCNT,ISITMCFG,TESTDATA
ISSERCNT,ISSERCNT,TESTDATA
ISSERIAL,ISHLOTS,DEFAULT
ISSERIAL,ISHSERIA,DEFAULT
ISSERIAL,ISLOTS,DEFAULT
ISSERIAL,ISSERIAL,DEFAULT
ISSERIAL,ISHLOTS,TESTDATA
ISSERIAL,ISHSERIA,TESTDATA
ISSERIAL,ISLOTS,TESTDATA
ISSERIAL,ISSERIAL,TESTDATA
ISSERR,ISSERR,DEFAULT
ISSERR,ISSERR,TESTDATA
ISSETYPE,ISSETYPE,DEFAULT
ISSETYPE,ISSETYPE,TESTDATA
ISSHIPA,ISSHIPA,DEFAULT
ISSHIPA,ISSHIPA,TESTDATA
ISSHIPCO,ISSHIPCO,DEFAULT
ISSHIPCO,ISSHIPCO,TESTDATA
ISSHPVIA,ISSHPVIA,DEFAULT
ISSHPVIA,ISSHPVIA,TESTDATA
ISSIGN,ISASIGN,DEFAULT
ISSIGN,ISSIGN,DEFAULT
ISSIGN,ISASIGN,TESTDATA
ISSIGN,ISSIGN,TESTDATA
ISSMTCFG,ISSMTCFG,DEFAULT
ISSMTCFG,ISSMTCFG,TESTDATA
ISSOBOX,ISBOLMS,DEFAULT
ISSOBOX,ISPOBOX,DEFAULT
ISSOBOX,ISSOABOX,DEFAULT
ISSOBOX,ISSOAHBX,DEFAULT
ISSOBOX,ISSOBOX,DEFAULT
ISSOBOX,ISSOHBOX,DEFAULT
ISSOBOX,ISBOLMS,TESTDATA
ISSOBOX,ISPOBOX,TESTDATA
ISSOBOX,ISSOABOX,TESTDATA
ISSOBOX,ISSOAHBX,TESTDATA
ISSOBOX,ISSOBOX,TESTDATA
ISSOBOX,ISSOHBOX,TESTDATA
ISSOREVU,ISSOREVU,DEFAULT
ISSOREVU,ISSOREVU,TESTDATA
ISSPC,ISSPC,DEFAULT
ISSPC,ISSPC,TESTDATA
ISSRINFO,ISBTCSB,DEFAULT
ISSRINFO,ISEDINFO,DEFAULT
ISSRINFO,ISQTINFO,DEFAULT
ISSRINFO,ISRMAINF,DEFAULT
ISSRINFO,ISRMHINF,DEFAULT
ISSRINFO,ISRMINFO,DEFAULT
ISSRINFO,ISSOAINF,DEFAULT
ISSRINFO,ISSOHINF,DEFAULT
ISSRINFO,ISSOINFO,DEFAULT
ISSRINFO,ISSRAINF,DEFAULT
ISSRINFO,ISSRHINF,DEFAULT
ISSRINFO,ISSRINFO,DEFAULT
ISSRINFO,ISBTCSB,TESTDATA
ISSRINFO,ISEDINFO,TESTDATA
ISSRINFO,ISQTINFO,TESTDATA
ISSRINFO,ISRMAINF,TESTDATA
ISSRINFO,ISRMHINF,TESTDATA
ISSRINFO,ISRMINFO,TESTDATA
ISSRINFO,ISSOAINF,TESTDATA
ISSRINFO,ISSOHINF,TESTDATA
ISSRINFO,ISSOINFO,TESTDATA
ISSRINFO,ISSRAINF,TESTDATA
ISSRINFO,ISSRHINF,TESTDATA
ISSRINFO,ISSRINFO,TESTDATA
ISSRMMS,ISSRAMMS,DEFAULT
ISSRMMS,ISSRMMS,DEFAULT
ISSRMMS,ISSRAMMS,TESTDATA
ISSRMMS,ISSRMMS,TESTDATA
ISSTRACK,ISSTRACK,DEFAULT
ISSTRACK,ISSTRACK,TESTDATA
ISSTYPE,ISSTEQUI,DEFAULT
ISSTYPE,ISSTTYPE,DEFAULT
ISSTYPE,ISSTYPE,DEFAULT
ISSTYPE,ISSTEQUI,TESTDATA
ISSTYPE,ISSTTYPE,TESTDATA
ISSTYPE,ISSTYPE,TESTDATA
ISTAXFIL,ISTAXFIL,DEFAULT
ISTAXFIL,ISTAXFIL,TESTDATA
ISTAXGRP,ISTAXGRP,DEFAULT
ISTAXGRP,ISTAXGRP,TESTDATA
ISTERMS,ISTERMS,DEFAULT
ISTERMS,ISTERMS,TESTDATA
ISTOOLOG,ISTOOLOG,DEFAULT
ISTOOLOG,ISTOOLOG,TESTDATA
ISTRIGRS,ISTRIGRS,DEFAULT
ISTRIGRS,ISTRIGRS,TESTDATA
ISUDFINV,ISUDFINV,DEFAULT
ISUDFINV,ISUDFINV,TESTDATA
ISUDMSTR,ISUDMSTR,DEFAULT
ISUDMSTR,ISUDMSTR,TESTDATA
ISUSAGE,ISUSAGE,DEFAULT
ISUSAGE,ISUSAGE,TESTDATA
ISVAR,ISVAR,DEFAULT
ISVAR,ISVAR,TESTDATA
ISVARSQL,ISVARSQL,DEFAULT
ISVARSQL,ISVARSQL,TESTDATA
ISVNDADT,ISVNDADT,DEFAULT
ISVNDADT,ISVNDADT,TESTDATA
ISWOCLOG,ISWOCLOG,DEFAULT
ISWOCLOG,ISWOCLOG,TESTDATA
ISWOEX,ISWOEX,DEFAULT
ISWOEX,ISWOHEX,DEFAULT
ISWOEX,ISWOEX,TESTDATA
ISWOEX,ISWOHEX,TESTDATA
ISWOPRIO,ISWOPRIO,DEFAULT
ISWOPRIO,ISWOPRIO,TESTDATA
ISWOQUE,ISWOQUE,DEFAULT
ISWOQUE,ISWOQUE,TESTDATA
ISWOROEX,ISWOROEX,DEFAULT
ISWOROEX,ISWROHEX,DEFAULT
ISWOROEX,ISWOROEX,TESTDATA
ISWOROEX,ISWROHEX,TESTDATA
ISWOTRAY,ISWOBINS,DEFAULT
ISWOTRAY,ISWOTRAY,DEFAULT
ISWOTRAY,ISWOBINS,TESTDATA
ISWOTRAY,ISWOTRAY,TESTDATA
JGPITEMS,JGPITEMS,DEFAULT
JGPITEMS,JGPITEMS,TESTDATA
JSPCNLCD,JSPCNLCD,DEFAULT
JSPCNLCD,JSPCNLCD,TESTDATA
JSPCNLSO,JSPCNLSO,DEFAULT
JSPCNLSO,JSPCNLSO,TESTDATA
LANGDICT,LANGDICT,DEFAULT
LANGDICT,LANGDICT,TESTDATA
LOT,ISALOT,DEFAULT
LOT,LOT,DEFAULT
LOT,ISALOT,TESTDATA
LOT,LOT,TESTDATA
MACHINE,MACHINE,DEFAULT
MACHINE,MACHINE,TESTDATA
MEMORY,MEMORY,DEFAULT
MENUFILE,MENUFILE,DEFAULT
MENUFILE,MENUFILE,TESTDATA
MKAHIST,MKAHIST,DEFAULT
MKAHIST,MKAHIST,TESTDATA
MKASSIGN,MKASSIGN,DEFAULT
MKASSIGN,MKASSIGN,TESTDATA
MKDEF,MKDEF,DEFAULT
MKDEF,MKDEF,TESTDATA
MKECLASS,MKECLASS,DEFAULT
MKECLASS,MKICLASS,DEFAULT
MKECLASS,MKECLASS,TESTDATA
MKECLASS,MKICLASS,TESTDATA
MKEVENT,MKEVENT,DEFAULT
MKEVENT,MKEVENT,TESTDATA
MKFORM,MKFORM,DEFAULT
MKFORM,MKFORM,TESTDATA
MKTCLASS,MKTCLASS,DEFAULT
MKTCLASS,MKTCLASS,TESTDATA
MKTNOTE,MKTNOTE,DEFAULT
MKTNOTE,MKTNOTE,TESTDATA
MKTRACK,MKTRACK,DEFAULT
MKTRACK,MKTRACK,TESTDATA
MKTROUT,MKTROUT,DEFAULT
MKTROUT,MKTROUT,TESTDATA
MTEXCHG,MTEXCHG,DEFAULT
MTEXCHG,MTEXCHG,TESTDATA
MTICMSTR,ISMICADT,DEFAULT
MTICMSTR,ISMICESA,DEFAULT
MTICMSTR,ISMICEST,DEFAULT
MTICMSTR,ISMICSTD,DEFAULT
MTICMSTR,MTICAMTR,DEFAULT
MTICMSTR,MTICEMTR,DEFAULT
MTICMSTR,MTICMSTR,DEFAULT
MTICMSTR,MTINVDEF,DEFAULT
MTICMSTR,ISMICADT,TESTDATA
MTICMSTR,ISMICESA,TESTDATA
MTICMSTR,ISMICEST,TESTDATA
MTICMSTR,ISMICSTD,TESTDATA
MTICMSTR,MTICAMTR,TESTDATA
MTICMSTR,MTICEMTR,TESTDATA
MTICMSTR,MTICMSTR,TESTDATA
MTICMSTR,MTINVDEF,TESTDATA
MTMRP,ISMRPOLD,DEFAULT
MTMRP,MTMRP,DEFAULT
MTMRP,ISMRPOLD,TESTDATA
MTMRP,MTMRP,TESTDATA
MWOPTEMP,MWOPTEMP,DEFAULT
MWOPTEMP,MWOPTEMP,TESTDATA
NZITPRE,NZITPRE,DEFAULT
NZITPRE,NZITPRE,TESTDATA
OPQCDESC,OPQCDESC,DEFAULT
OPQCDESC,OPQCDESC,TESTDATA
OUTPROC,OUTHPROC,DEFAULT
OUTPROC,OUTPROC,DEFAULT
OUTPROC,OUTHPROC,TESTDATA
OUTPROC,OUTPROC,TESTDATA
PIBINLOC,PIBINLOC,DEFAULT
PIBINLOC,PIBINLOC,TESTDATA
PIBINLOT,PIBINLOT,DEFAULT
PIBINLOT,PIBINLOT,TESTDATA
