file_id,field_id,index_num,part_num
1,24076,3,0
1,24323,1,1
1,24324,1,0
1,24325,1,1
1,24326,1,1
1,24327,1,1
1,24329,1,0
1,24331,1,1
1,24837,1,1
1,24838,1,1
1,24839,1,1
1,24840,1,1
1,24841,1,1
1,24844,0,0
1,24845,1,1
1,25353,1,1
1,25355,1,1
1,25357,1,0
1,25357,1,1
1,25358,1,1
1,25359,1,0
1,25359,3,0
1,26118,1,1
1,26124,1,1
1,26126,1,1
1,26128,1,1
1,26129,1,1
1,26629,1,1
1,26630,1,1
1,26632,1,1
1,26633,1,0
1,26634,1,1
1,27152,3,0
1,27395,1,1
1,27397,1,1
1,27399,1,1
1,27400,1,1
1,27406,1,1
1,27409,1,1
1,27664,0,0
1,27905,1,0
1,27906,1,1
1,27907,1,1
1,27909,1,1
1,27918,1,0
1,27919,1,1
1,27921,3,0
1,28676,1,1
1,28677,1,0
1,28684,1,1
1,28686,1,1
1,28689,1,1
1,28928,0,0
1,29185,1,0
1,29186,1,1
1,29197,1,0
1,29200,1,1
1,29201,1,1
1,29696,0,0
1,29952,1,1
1,29953,0,0
1,29954,1,0
1,29954,3,0
1,29955,1,1
1,29956,1,1
1,29957,1,1
1,30208,1,1
1,30210,1,0
1,30210,1,1
1,30211,1,0
1,30467,3,0
1,30722,0,0
1,30978,1,0
1,30979,1,0
1,30980,1,1
1,30981,1,1
1,30982,1,1
1,30991,1,0
1,30992,1,1
1,31750,3,0
1,32000,1,1
1,32001,1,0
1,32001,1,1
1,32002,1,1
1,32014,1,1
1,32017,1,1
1,32769,1,0
1,32771,1,1
1,32781,1,0
1,32784,1,1
1,33792,1,1
1,33806,1,1
1,33807,1,1
1,33808,1,1
1,34304,1,1
1,34305,1,1
1,34306,1,1
1,34307,1,0
1,34313,1,0
1,34314,2,0
1,34317,1,1
1,35073,1,1
1,35075,1,1
1,35076,1,1
1,35077,1,1
1,35088,1,1
1,35339,3,0
1,35585,1,1
1,35587,1,1
1,35589,1,1
1,35598,1,1
1,35599,1,1
1,35601,1,1
1,35852,3,0
1,36105,0,0
1,36352,1,1
1,36353,1,1
1,36355,1,0
1,36356,1,1
1,36358,1,1
1,36359,1,0
1,36359,1,1
1,36360,1,1
1,36361,1,1
1,36362,1,1
1,36363,1,1
1,36868,1,1
1,36879,3,0
1,37389,2,0
1,37633,1,0
1,37638,1,1
1,37644,1,0
1,38410,1,1
1,38411,1,1
1,38413,1,0
1,38413,1,1
1,38414,1,1
1,38415,1,1
1,38416,1,0
1,38416,1,1
1,38417,1,1
1,39168,1,0
1,39690,1,1
1,39691,1,0
1,39694,1,1
1,39695,1,0
1,39696,1,1
1,39953,2,0
1,40448,1,1
1,40449,1,1
1,40459,1,0
1,41230,1,1
1,41231,1,1
1,41233,1,0
1,41233,1,1
1,41728,1,0
1,41729,1,1
1,41730,1,1
1,41731,1,1
1,41737,1,1
1,41741,1,1
1,41985,2,0
1,42497,1,1
1,42502,1,0
1,42503,1,1
1,42511,1,1
1,42512,1,1
1,42754,2,0
1,42756,1,1
1,42762,1,1
1,42763,1,1
1,42766,1,0
1,42769,1,1
1,43008,0,0
1,43266,1,0
1,43272,1,1
1,43273,1,1
1,43275,1,1
1,43276,1,1
1,43277,1,1
1,43279,1,1
1,43280,1,1
1,43776,1,1
1,43777,1,1
1,43778,1,1
1,43779,1,0
1,43780,1,1
1,43781,1,1
1,43790,1,1
1,43791,1,1
1,43793,1,1
1,44292,2,0
1,44544,1,1
1,44545,1,1
1,44547,1,0
1,44548,1,1
1,44550,1,1
1,44551,1,1
1,44552,1,1
1,44553,1,1
1,44554,1,1
1,44555,1,1
1,45314,1,1
1,45315,1,1
1,45316,1,1
1,45318,1,1
1,45319,1,1
1,45320,1,1
1,45326,1,0
1,45327,1,1
1,45824,1,1
1,45830,1,0
1,45837,1,1
1,45840,1,1
1,46336,1,1
1,46338,1,1
1,46347,1,1
1,46348,1,1
1,46350,1,1
1,46351,1,1
1,46352,1,1
1,47360,1,1
1,47361,1,1
1,47363,1,1
1,47364,1,1
1,47365,1,1
1,47366,1,1
1,47367,1,0
1,47367,1,1
1,47368,1,0
1,47368,1,1
1,47377,1,1
1,48128,1,1
1,48130,1,1
1,48131,1,0
1,48132,1,1
1,48134,1,1
1,48135,1,1
1,48136,0,0
1,48137,1,1
1,48138,1,1
1,48139,1,1
1,48140,1,1
1,48141,1,1
1,48142,1,1
1,48145,1,0
1,48647,1,1
1,48648,1,1
1,48650,1,0
1,48650,1,1
1,48651,1,1
1,48652,1,1
1,48654,1,1
1,48655,1,1
1,48657,1,1
1,49152,1,1
1,49153,1,0
1,49154,1,1
1,49155,1,1
1,49156,1,1
1,49165,1,1
1,49166,1,1
1,49168,1,1
1,49169,1,1
1,49920,1,1
1,49922,1,1
1,49923,1,1
1,49925,1,1
1,49926,1,1
1,49927,1,1
1,49928,1,1
1,49929,1,1
1,49930,1,1
1,49931,1,0
1,50433,1,0
1,50434,1,1
1,50436,1,1
1,50437,1,1
1,50438,1,1
1,50440,1,1
1,50441,1,1
1,50443,1,1
1,50444,1,1
1,50445,1,0
1,50445,1,1
1,50446,1,1
1,50447,1,1
1,50448,1,1
1,50951,1,1
1,50952,1,1
1,50954,1,1
1,50955,1,1
1,50956,1,1
1,50958,1,1
1,50959,1,1
1,50961,1,1
1,51456,1,1
1,51457,1,0
1,51458,1,1
1,51459,1,1
1,51460,1,1
1,51465,1,1
1,51467,1,0
1,51468,1,1
1,52225,1,1
1,52227,1,1
1,52229,1,1
1,52241,1,1
1,52741,1,1
1,52742,1,1
1,52743,1,1
1,52747,1,1
1,52748,1,1
1,52750,1,0
1,52750,1,1
1,52751,1,1
1,52752,1,1
1,53509,1,1
1,53514,1,1
1,53515,1,1
1,53516,1,1
1,53517,1,1
1,53518,1,1
1,54020,1,1
1,54024,1,1
1,54027,1,1
1,54528,1,1
1,54529,1,0
1,54532,1,0
1,54535,1,1
1,54542,1,1
1,54784,1,1
1,54786,1,0
1,54787,1,1
1,54793,1,1
1,54794,1,1
1,54798,1,1
1,54801,1,1
1,55296,1,0
1,55311,1,0
1,56323,2,0
1,56578,0,0
1,56584,1,0
1,57351,1,1
1,57353,1,1
1,57355,1,1
1,57357,1,1
1,57859,1,1
1,57861,1,1
1,57863,1,0
1,57863,1,1
1,57864,1,0
1,57864,1,1
1,58624,1,1
1,58628,0,0
1,58630,1,1
1,58631,1,0
1,59649,1,0
1,59653,1,0
1,60419,1,1
1,60421,1,1
1,60422,1,1
1,60424,1,1
1,60425,1,0
1,60432,1,1
1,60937,1,1
1,60938,1,1
1,60939,1,1
1,60940,1,1
1,60941,1,1
1,60942,1,1
1,60943,1,0
1,60945,1,0
1,61712,1,1
1,61713,1,0
1,61961,0,0
1,62720,1,1
1,62728,1,1
1,62729,1,1
1,62730,1,1
1,62731,1,1
1,62732,1,0
1,62732,1,1
1,62733,1,1
1,63234,1,0
1,64775,1,0
1,64785,1,1
2,6,0,0
2,7,1,0
2,7,3,0
2,7,4,0
2,8,2,0
2,8,3,1
2,10,4,1
2,12,4,2
2,14,35,17
2,31,0,31
2,34,0,34
2,64,0,0
2,128,0,14
2,129,0,14
2,130,0,14
2,256,0,18
2,515,2,1
2,518,2,1
2,519,2,0
2,770,3,0
2,770,3,1
2,771,3,1
2,775,3,1
2,776,3,1
2,1029,2,0
2,1104,0,0
2,1297,3,0
2,1360,0,0
2,1540,0,0
2,1792,2,0
2,2561,2,0
2,2575,2,1
2,2576,2,1
2,3072,2,1
2,3073,2,1
2,3074,2,0
2,3075,2,1
2,3076,2,0
2,3076,2,1
2,3077,2,0
2,3085,2,1
2,3086,2,1
2,3087,2,1
2,3088,2,1
2,3328,1,0
2,3588,2,0
2,3589,2,1
2,4099,1,0
2,4608,2,0
2,4608,2,1
2,4618,2,1
2,4622,2,1
2,5123,2,1
2,5125,2,1
2,5129,2,1
2,5131,2,1
2,5137,2,0
2,5379,1,0
2,6402,2,0
2,6403,2,1
2,6406,2,1
2,6407,2,1
2,6411,2,0
2,7176,2,0
2,7178,2,1
2,7179,2,0
2,7179,2,1
2,8194,2,0
2,8456,1,0
2,8964,2,1
2,8966,2,1
2,8972,2,0
2,9730,2,0
2,9732,2,1
2,9743,2,0
2,9744,2,1
2,10240,2,1
2,10506,1,0
2,11016,2,0
2,11023,2,1
2,11776,2,1
2,11777,2,1
2,11779,2,1
2,11780,2,1
2,11781,2,1
2,11783,2,1
2,11785,2,1
2,11786,2,1
2,11791,2,1
2,11793,2,1
2,12289,2,0
2,12290,2,1
2,13312,2,0
2,13315,2,0
2,13326,2,1
