path,status,size_bytes,content_sniff,error,pt_len
\\i2s109-solidcrm\DBAMFG$\T7SOOD.RWN,OK,293598,binary_0xc155,,293598
\\i2s109-solidcrm\DBAMFG$\T7SOLOT.RWN,OK,376855,binary_0x16f3,,376855
\\i2s109-solidcrm\DBAMFG$\T7SOOH.RWN,OK,338527,binary_0xb10e,,338527
\\i2s109-solidcrm\DBAMFG$\T7SOOG.RWN,OK,353520,binary_0xa463,,353520
\\i2s109-solidcrm\DBAMFG$\T7SOOM.RWN,OK,305345,binary_0x171d,,305345
\\i2s109-solidcrm\DBAMFG$\T7SOB.RWN,OK,568997,binary_0x127f,,568997
\\i2s109-solidcrm\DBAMFG$\T7SOD.RWN,OK,561770,binary_0x8d47,,561770
\\i2s109-solidcrm\DBAMFG$\T7SOQD.RWN,OK,94905,binary_0xf2eb,,94905
\\i2s109-solidcrm\DBAMFG$\T7SOOF.RWN,OK,401536,binary_0x76de,,401536
\\i2s109-solidcrm\DBAMFG$\T7SOQE.RWN,OK,94905,binary_0x071f,,94905
\\i2s109-solidcrm\DBAMFG$\T7SOQF.RWN,OK,94907,binary_0xe8e1,,94907
\\i2s109-solidcrm\DBAMFG$\T7SORevuAdmin.RWN,OK,7278,binary_0xe5e8,,7278
\\i2s109-solidcrm\DBAMFG$\T7SOOI.RWN,OK,383956,binary_0xcd8b,,383956
\\i2s109-solidcrm\DBAMFG$\T7SOOA.RWN,OK,459307,binary_0x4b60,,459307
\\i2s109-solidcrm\DBAMFG$\T7SOQG.RWN,OK,94907,binary_0x4ca0,,94907
\\i2s109-solidcrm\DBAMFG$\T7SOPF.RWN,OK,297315,binary_0xc09a,,297315
\\i2s109-solidcrm\DBAMFG$\T7SOPP.RWN,OK,264895,binary_0x5242,,264895
\\i2s109-solidcrm\DBAMFG$\T7SOPJ.RWN,OK,301601,binary_0x20af,,301601
\\i2s109-solidcrm\DBAMFG$\T7SOON.RWN,OK,394623,binary_0xeda3,,394623
\\i2s109-solidcrm\DBAMFG$\T7SOOE.RWN,OK,515370,binary_0xebc7,,515370
\\i2s109-solidcrm\DBAMFG$\T7SOPM.RWN,OK,293902,binary_0xa341,,293902
\\i2s109-solidcrm\DBAMFG$\T7SOPC.RWN,OK,404302,binary_0x9347,,404302
\\i2s109-solidcrm\DBAMFG$\T7SPCLIVEGRID.RWN,OK,28258,binary_0x297d,,28258
\\i2s109-solidcrm\DBAMFG$\T7SOE.RWN,OK,697555,binary_0x362a,,697555
\\i2s109-solidcrm\DBAMFG$\T7SOQB.RWN,OK,282546,binary_0xcea9,,282546
\\i2s109-solidcrm\DBAMFG$\T7SOQA.RWN,OK,299337,binary_0xd05d,,299337
\\i2s109-solidcrm\DBAMFG$\T7SOGA.RWN,OK,709843,binary_0x1948,,709843
\\i2s109-solidcrm\DBAMFG$\T7SOQC.RWN,OK,277158,binary_0xfbf2,,277158
\\i2s109-solidcrm\DBAMFG$\T7SOT.RWN,OK,136296,binary_0xa636,,136296
\\i2s109-solidcrm\DBAMFG$\T7SOPI.RWN,OK,381831,binary_0xaf1e,,381831
\\i2s109-solidcrm\DBAMFG$\T7SOPK.RWN,OK,398139,binary_0xe970,,398139
\\i2s109-solidcrm\DBAMFG$\T7SOF.RWN,OK,785249,binary_0x2783,,785249
\\i2s109-solidcrm\DBAMFG$\T7SOC.RWN,OK,838214,binary_0x3fbb,,838214
\\i2s109-solidcrm\DBAMFG$\T7SRDISPACH.RWN,OK,88115,binary_0x74e5,,88115
\\i2s109-solidcrm\DBAMFG$\T7SPCMEMO2ALPHA.RWN,OK,141815,binary_0x8091,,141815
\\i2s109-solidcrm\DBAMFG$\T7SOPB.RWN,OK,548753,binary_0x1dcb,,548753
\\i2s109-solidcrm\DBAMFG$\T7SRA.RWN,OK,133774,binary_0xd80e,,133774
\\i2s109-solidcrm\DBAMFG$\T7SORevu.RWN,OK,297096,binary_0xf197,,297096
\\i2s109-solidcrm\DBAMFG$\T7SOPO.RWN,OK,470837,binary_0xa201,,470837
\\i2s109-solidcrm\DBAMFG$\t7soxcom.RWN,OK,250515,binary_0x6afd,,250515
\\i2s109-solidcrm\DBAMFG$\T7SOQL.RWN,OK,331307,binary_0x24d2,,331307
\\i2s109-solidcrm\DBAMFG$\T7SOV.RWN,OK,262005,binary_0xc1fc,,262005
\\i2s109-solidcrm\DBAMFG$\T7SRC.RWN,OK,167553,binary_0x10fb,,167553
\\i2s109-solidcrm\DBAMFG$\T7SOQJ.RWN,OK,345259,binary_0x5f2a,,345259
\\i2s109-solidcrm\DBAMFG$\T7SPCLIVEREP.RWN,OK,220940,binary_0x8abd,,220940
\\i2s109-solidcrm\DBAMFG$\T7SOQI.RWN,OK,379752,binary_0x9b8e,,379752
\\i2s109-solidcrm\DBAMFG$\T7SOR.RWN,OK,383340,binary_0xe4f9,,383340
\\i2s109-solidcrm\DBAMFG$\T7SOQH.RWN,OK,419641,binary_0x50e0,,419641
\\i2s109-solidcrm\DBAMFG$\T7SOS.RWN,OK,350010,binary_0x5364,,350010
\\i2s109-solidcrm\DBAMFG$\T7SON.RWN,OK,812886,binary_0x6bd2,,812886
\\i2s109-solidcrm\DBAMFG$\T7SOQK.RWN,OK,420441,binary_0x69fd,,420441
\\i2s109-solidcrm\DBAMFG$\T7SOSER.RWN,OK,377961,binary_0x46dc,,377961
\\i2s109-solidcrm\DBAMFG$\T7UDFINV.RWN,OK,87226,binary_0xa54a,,87226
\\i2s109-solidcrm\DBAMFG$\T7SPCREPPPM.RWN,OK,299066,binary_0x69fe,,299066
\\i2s109-solidcrm\DBAMFG$\T7SRBK.RWN,OK,280990,binary_0x4c56,,280990
\\i2s109-solidcrm\DBAMFG$\T7SPC.RWN,OK,344225,binary_0xc5e8,,344225
\\i2s109-solidcrm\DBAMFG$\t7SPCrep.RWN,OK,316776,binary_0x7124,,316776
\\i2s109-solidcrm\DBAMFG$\T7SPCREP2.RWN,OK,313045,binary_0xe820,,313045
\\i2s109-solidcrm\DBAMFG$\T7STEQUIP.RWN,OK,215212,binary_0x6e92,,215212
\\i2s109-solidcrm\DBAMFG$\T7SRINFO.RWN,OK,264131,binary_0xdd33,,264131
\\i2s109-solidcrm\DBAMFG$\t7sttype.RWN,OK,215206,binary_0xd45b,,215206
\\i2s109-solidcrm\DBAMFG$\T7STYPE.RWN,OK,215198,binary_0x7cd7,,215198
\\i2s109-solidcrm\DBAMFG$\T7STOCK.RWN,OK,215112,binary_0x6fc8,,215112
\\i2s109-solidcrm\DBAMFG$\T7SRG.RWN,OK,311069,binary_0x5334,,311069
\\i2s109-solidcrm\DBAMFG$\T7SRK.RWN,OK,299175,binary_0x067c,,299175
\\i2s109-solidcrm\DBAMFG$\T7SRI.RWN,OK,328124,binary_0xef8e,,328124
\\i2s109-solidcrm\DBAMFG$\T7WCBinLot.RWN,OK,165403,binary_0x756e,,165403
\\i2s109-solidcrm\DBAMFG$\T7TESTNACHA.RWN,OK,291544,binary_0x9105,,291544
\\i2s109-solidcrm\DBAMFG$\T7USG.RWN,OK,285824,binary_0x22ee,,285824
\\i2s109-solidcrm\DBAMFG$\T7UTH.RWN,OK,304635,binary_0xa900,,304635
\\i2s109-solidcrm\DBAMFG$\T7SRD.RWN,OK,499713,binary_0x7d6f,,499713
\\i2s109-solidcrm\DBAMFG$\T7UTKD.RWN,OK,303849,binary_0xbdd5,,303849
\\i2s109-solidcrm\DBAMFG$\T7WCA.RWN,OK,248170,binary_0x43fc,,248170
\\i2s109-solidcrm\DBAMFG$\T7SRB.RWN,OK,552463,binary_0xf3c6,,552463
\\i2s109-solidcrm\DBAMFG$\t7uti.RWN,OK,316416,binary_0xa933,,316416
\\i2s109-solidcrm\DBAMFG$\T7UTKA.RWN,OK,347359,binary_0xc1f1,,347359
\\i2s109-solidcrm\DBAMFG$\T7WOBSINGLE.RWN,OK,101880,binary_0x1ea7,,101880
\\i2s109-solidcrm\DBAMFG$\T7UTKF.RWN,OK,324565,binary_0x1df3,,324565
\\i2s109-solidcrm\DBAMFG$\T7WODefalults.RWN,OK,72162,binary_0xc395,,72162
\\i2s109-solidcrm\DBAMFG$\t7tcc.RWN,OK,437008,binary_0x9b93,,437008
\\i2s109-solidcrm\DBAMFG$\T7VSCHED.RWN,OK,346926,binary_0xad96,,346926
\\i2s109-solidcrm\DBAMFG$\T7UTKH.RWN,OK,354899,binary_0x6c2c,,354899
\\i2s109-solidcrm\DBAMFG$\T7UTKG.RWN,OK,366332,binary_0xd080,,366332
\\i2s109-solidcrm\DBAMFG$\T7SRE.RWN,OK,587333,binary_0x403b,,587333
\\i2s109-solidcrm\DBAMFG$\T7WCG.RWN,OK,279959,binary_0x869e,,279959
\\i2s109-solidcrm\DBAMFG$\T7WCB.RWN,OK,353738,binary_0xc81a,,353738
\\i2s109-solidcrm\DBAMFG$\T7WCLOCFIX.RWN,OK,259504,binary_0xd65d,,259504
\\i2s109-solidcrm\DBAMFG$\T7WCH.RWN,OK,289026,binary_0xe5bb,,289026
\\i2s109-solidcrm\DBAMFG$\T7WCBK.RWN,OK,363077,binary_0xaae7,,363077
\\i2s109-solidcrm\DBAMFG$\T7SOA.RWN,OK,1468614,binary_0xf97b,,1468614
\\i2s109-solidcrm\DBAMFG$\T7WCE.RWN,OK,329652,binary_0x3c38,,329652
\\i2s109-solidcrm\DBAMFG$\T7SRF.RWN,OK,630132,binary_0xdb64,,630132
\\i2s109-solidcrm\DBAMFG$\T7SRGA.RWN,OK,602247,binary_0xb615,,602247
\\i2s109-solidcrm\DBAMFG$\T7WCD.RWN,OK,383985,binary_0x5de8,,383985
\\i2s109-solidcrm\DBAMFG$\T7WCC.RWN,OK,398678,binary_0x698e,,398678
\\i2s109-solidcrm\DBAMFG$\T7WOJSINGLE.RWN,OK,101880,binary_0x97cf,,101880
\\i2s109-solidcrm\DBAMFG$\T7WOEXARCH.RWN,OK,195694,binary_0x8b5b,,195694
\\i2s109-solidcrm\DBAMFG$\T7WCF.RWN,OK,366117,binary_0x75fa,,366117
\\i2s109-solidcrm\DBAMFG$\T7UTKE.RWN,OK,573878,binary_0x3f33,,573878
\\i2s109-solidcrm\DBAMFG$\T7WOKN.RWN,OK,88116,binary_0xefb6,,88116
\\i2s109-solidcrm\DBAMFG$\T7WODATES.RWN,OK,283773,binary_0xdff1,,283773
\\i2s109-solidcrm\DBAMFG$\T7WOA.old.RWN,OK,427677,binary_0x23e9,,427677
\\i2s109-solidcrm\DBAMFG$\T7WOE.RWN,OK,338415,binary_0xb827,,338415
\\i2s109-solidcrm\DBAMFG$\T7WOKF.RWN,OK,237897,binary_0x22fd,,237897
\\i2s109-solidcrm\DBAMFG$\T7WOKMA.RWN,OK,215286,binary_0x6348,,215286
\\i2s109-solidcrm\DBAMFG$\T7WOH.RWN,OK,350946,binary_0xd549,,350946
\\i2s109-solidcrm\DBAMFG$\T7WOKG.RWN,OK,288288,binary_0xdc22,,288288
\\i2s109-solidcrm\DBAMFG$\T7WOKE.RWN,OK,318559,binary_0x9b64,,318559
\\i2s109-solidcrm\DBAMFG$\T7WOKC.RWN,OK,355074,binary_0x1c19,,355074
\\i2s109-solidcrm\DBAMFG$\T7WOKP.RWN,OK,275599,binary_0x73ac,,275599
\\i2s109-solidcrm\DBAMFG$\T7woko.RWN,OK,271469,binary_0x8022,,271469
\\i2s109-solidcrm\DBAMFG$\T7WOKA.RWN,OK,420883,binary_0xf037,,420883
\\i2s109-solidcrm\DBAMFG$\T7WOFAD.RWN,OK,448310,binary_0xa6ba,,448310
\\i2s109-solidcrm\DBAMFG$\T7WOKM.RWN,OK,369155,binary_0x1fab,,369155
\\i2s109-solidcrm\DBAMFG$\T7WOKS.RWN,OK,284037,binary_0x9f1f,,284037
\\i2s109-solidcrm\DBAMFG$\T7WOB.RWN,OK,615722,binary_0xa7dd,,615722
\\i2s109-solidcrm\DBAMFG$\T7WOKNA.RWN,OK,366046,binary_0x8b66,,366046
\\i2s109-solidcrm\DBAMFG$\T7WOFA.RWN,OK,538594,binary_0x78c5,,538594
\\i2s109-solidcrm\DBAMFG$\T7WOKSA.RWN,OK,305658,binary_0x1067,,305658
\\i2s109-solidcrm\DBAMFG$\T7WOKB.RWN,OK,500129,binary_0x1521,,500129
\\i2s109-solidcrm\DBAMFG$\T7WOKD.RWN,OK,485241,binary_0x7835,,485241
\\i2s109-solidcrm\DBAMFG$\T7WOKL.RWN,OK,460645,binary_0x446e,,460645
\\i2s109-solidcrm\DBAMFG$\T7WOKT.RWN,OK,348838,binary_0x380c,,348838
\\i2s109-solidcrm\DBAMFG$\T7WONoteTLL.RWN,OK,87841,binary_0xcf15,,87841
\\i2s109-solidcrm\DBAMFG$\T7WOM.RWN,OK,94873,binary_0x39a5,,94873
\\i2s109-solidcrm\DBAMFG$\T7WOF.RWN,OK,653434,binary_0x87a4,,653434
\\i2s109-solidcrm\DBAMFG$\T7WOD.RWN,OK,687029,binary_0xe2e6,,687029
\\i2s109-solidcrm\DBAMFG$\T7WOJ.RWN,OK,631806,binary_0x8cca,,631806
\\i2s109-solidcrm\DBAMFG$\T7WOC.RWN,OK,742988,binary_0xd69e,,742988
\\i2s109-solidcrm\DBAMFG$\T7WOLD.RWN,OK,337649,binary_0xc4a6,,337649
\\i2s109-solidcrm\DBAMFG$\T7WOLC.RWN,OK,355666,binary_0x44a4,,355666
\\i2s109-solidcrm\DBAMFG$\T7WOLG.RWN,OK,333452,binary_0x76f8,,333452
\\i2s109-solidcrm\DBAMFG$\T7WOLH.RWN,OK,314201,binary_0xf1a9,,314201
\\i2s109-solidcrm\DBAMFG$\T7WOLB.RWN,OK,445472,binary_0x3f71,,445472
\\i2s109-solidcrm\DBAMFG$\T7WOROFIX.RWN,OK,140121,binary_0x8600,,140121
\\i2s109-solidcrm\DBAMFG$\t7wosfix.RWN,OK,140637,binary_0xea1a,,140637
\\i2s109-solidcrm\DBAMFG$\T7WOKJ.RWN,OK,633713,binary_0x2baa,,633713
\\i2s109-solidcrm\DBAMFG$\T7WOLE.RWN,OK,381227,binary_0x61f3,,381227
\\i2s109-solidcrm\DBAMFG$\T7WOT.RWN,OK,136014,binary_0x6fe1,,136014
\\i2s109-solidcrm\DBAMFG$\T7WOG.RWN,OK,754544,binary_0x1388,,754544
\\i2s109-solidcrm\DBAMFG$\T7WOKK.RWN,OK,643127,binary_0xf384,,643127
\\i2s109-solidcrm\DBAMFG$\T7WOPRIO.RWN,OK,214915,binary_0xd84c,,214915
\\i2s109-solidcrm\DBAMFG$\T7WOLJ.RWN,OK,342632,binary_0xece1,,342632
\\i2s109-solidcrm\DBAMFG$\t7woprio2.RWN,OK,214917,binary_0xf044,,214917
\\i2s109-solidcrm\DBAMFG$\T7WOLM.RWN,OK,307688,binary_0x6492,,307688
\\i2s109-solidcrm\DBAMFG$\WCREATEDES.RWN,OK,18698,binary_0x10b8,,18698
\\i2s109-solidcrm\DBAMFG$\T7XCUTIL.RWN,OK,155246,binary_0xee2c,,155246
\\i2s109-solidcrm\DBAMFG$\UT7GDUPLOC.R.RWN,OK,125571,binary_0xb29f,,125571
\\i2s109-solidcrm\DBAMFG$\wlistftest.RWN,OK,12167,binary_0x5740,,12167
\\i2s109-solidcrm\DBAMFG$\T7WOLN.RWN,OK,322695,binary_0x533c,,322695
\\i2s109-solidcrm\DBAMFG$\winit.RWN,OK,30583,binary_0x57cc,,30583
\\i2s109-solidcrm\DBAMFG$\T7WOLL.RWN,OK,371822,binary_0xf6d9,,371822
\\i2s109-solidcrm\DBAMFG$\UT7GFAC.RWN,OK,99272,binary_0x4378,,99272
\\i2s109-solidcrm\DBAMFG$\wtaschkint.RWN,OK,24981,binary_0x61bb,,24981
\\i2s109-solidcrm\DBAMFG$\T7WOA.RWN,OK,967566,binary_0xbe83,,967566
\\i2s109-solidcrm\DBAMFG$\T7WOLA.RWN,OK,550028,binary_0xf4cd,,550028
\\i2s109-solidcrm\DBAMFG$\UT7GFAD.RWN,OK,99272,binary_0x4378,,99272
\\i2s109-solidcrm\DBAMFG$\WTASFLOC.RWN,OK,16672,binary_0x673f,,16672
\\i2s109-solidcrm\DBAMFG$\T7WOLO.RWN,OK,342810,binary_0x4d5d,,342810
\\i2s109-solidcrm\DBAMFG$\UT7GISREPORD.RWN,OK,108776,binary_0x4891,,108776
\\i2s109-solidcrm\DBAMFG$\UT7GDUPLOC.RWN,OK,125571,binary_0xb29f,,125571
\\i2s109-solidcrm\DBAMFG$\UT7GSOH.RWN,OK,108776,binary_0x4891,,108776
\\i2s109-solidcrm\DBAMFG$\wtascvtdict.RWN,OK,48448,binary_0x0cab,,48448
\\i2s109-solidcrm\DBAMFG$\wtasinit.RWN,OK,32804,binary_0x12d9,,32804
\\i2s109-solidcrm\DBAMFG$\wtascvtdictpr.RWN,OK,47995,binary_0xafc4,,47995
\\i2s109-solidcrm\DBAMFG$\T7WOLK.RWN,OK,421140,binary_0x3a4d,,421140
\\i2s109-solidcrm\DBAMFG$\wtasdatam.RWN,OK,57179,binary_0xedbe,,57179
\\i2s109-solidcrm\DBAMFG$\UT7GUT7DUPLO.RWN,OK,125571,binary_0xb29f,,125571
C:\ISTS\suwin7.rwn,OK,8610,binary_0x748a,,8610
\\i2s109-solidcrm\DBAMFG$\Wtasmerge.RWN,OK,48769,binary_0x63b2,,48769
\\i2s109-solidcrm\DBAMFG$\wtasdmgr.RWN,OK,70136,binary_0x966e,,70136
\\i2s109-solidcrm\DBAMFG$\T7WOI.RWN,OK,867772,binary_0x32f1,,867772
\\i2s109-solidcrm\DBAMFG$\T7YSYN.RWN,OK,219562,binary_0xa818,,219562
C:\ISTS\wtasinit.rwn,OK,32804,binary_0x12d9,,32804
\\i2s109-solidcrm\DBAMFG$\wbkmenusueu.rwn,OK,143792,binary_0x6162,,143792
\\i2s109-solidcrm\DBAMFG$\WBKLUGRID.RWN,OK,165633,binary_0xe9c8,,165633
\\i2s109-solidcrm\DBAMFG$\T7WOP.RWN,OK,398186,binary_0x7ee5,,398186
\\i2s109-solidcrm\DBAMFG$\T7WOTRWK.RWN,OK,292628,binary_0xc262,,292628
\\i2s109-solidcrm\DBAMFG$\WORKCENTERLOAD.RWN,OK,154126,binary_0x1a98,,154126
C:\ISTS\suwin6t.rwn,OK,95262,binary_0x86ca,,95262
\\i2s109-solidcrm\DBAMFG$\T7WOPO.RWN,OK,398422,binary_0x5747,,398422
\\i2s109-solidcrm\DBAMFG$\WBKMENUSETUP.RWN,OK,218622,binary_0xfa91,,218622
\\i2s109-solidcrm\DBAMFG$\T7WOLF.RWN,OK,616217,binary_0xe32d,,616217
\\i2s109-solidcrm\DBAMFG$\T7WOLI.RWN,OK,574658,binary_0xdd58,,574658
\\i2s109-solidcrm\DBAMFG$\T7WOS.RWN,OK,590112,binary_0x6783,,590112
\\i2s109-solidcrm\DBAMFG$\DFM\T7WOA.RWN,OK,496475,binary_0x0b6d,,496475
\\i2s109-solidcrm\DBAMFG$\.T.DFM\T7APA.RWN,OK,558611,binary_0x1032,,558611
\\i2s109-solidcrm\DBAMFG$\WBKLOOKUP.RWN,OK,679177,binary_0xfa89,,679177
C:\ISTS\DFM\T7APA.RWN,OK,567964,binary_0xf333,,567964
\\i2s109-solidcrm\DBAMFG$\t7poa\T7POA.RWN,OK,667701,binary_0x87a4,,667701
\\i2s109-solidcrm\DBAMFG$\DFM\T7POA.RWN,OK,673445,binary_0x2c1c,,673445
\\i2s109-solidcrm\DBAMFG$\AB\T7POA.RWN,OK,694110,binary_0x1ced,,694110
\\i2s109-solidcrm\DBAMFG$\.F.DFM\T7INA.RWN,OK,790154,binary_0x75f8,,790154
C:\ISTS\DFM\T7INA.RWN,OK,790154,binary_0x75f8,,790154
C:\ISTS\DFM\T7ARA.RWN,OK,823736,binary_0xcfd4,,823736
\\i2s109-solidcrm\DBAMFG$\TPOA.RWN,OK,1043537,binary_0x240c,,1043537
\\i2s109-solidcrm\DBAMFG$\.T.DFM\T7INB.RWN,OK,957850,binary_0x2d17,,957850
\\i2s109-solidcrm\DBAMFG$\.F.DFM\T7WOA.RWN,OK,967566,binary_0xbe83,,967566
\\i2s109-solidcrm\DBAMFG$\.T.DFM\T7WOA.RWN,OK,967566,binary_0xbe83,,967566
C:\ISTS\DFM\T7INB.RWN,OK,957850,binary_0x2d17,,957850
C:\ISTS\DFM\T7WOA.RWN,OK,967566,binary_0xbe83,,967566
\\i2s109-solidcrm\DBAMFG$\.T.DFM\T7POA.RWN,OK,1045335,binary_0x314f,,1045335
C:\ISTS\DFM\T7POA.RWN,OK,1045335,binary_0x314f,,1045335
C:\ISTS\DFM\TPOA.RWN,OK,1045335,binary_0x314f,,1045335
\\i2s109-solidcrm\DBAMFG$\.T.DFM\T7SOA.RWN,OK,1468614,binary_0xf97b,,1468614
\\i2s109-solidcrm\DBAMFG$\DFM\T7SOA.RWN,OK,1468614,binary_0xf97b,,1468614
C:\ISTS\DFM\T7SOA.RWN,OK,1468614,binary_0xf97b,,1468614
